,CAF-62T_TPM,CAF-97T_TPM,CAF_73T_TPM,CAF_98T_TPM
8609,10.479321,17.242817,27.646845,20.517469
8611,231.151353,131.228366,158.50158,121.49339
8612,2.322275,3.173407,2.276433,2.613292
8613,54.396133,80.564957,50.584534,25.76861
8614,283.108307,474.663147,311.996246,338.546692
8615,95.196052,107.03403,90.316161,93.559866
8618,0,0,0.019646,0.031366
8620,5.304558,3.667626,2.526709,4.764555
8621,11.837335,18.935106,24.314392,16.867682
8622,0.142168,0.210822,0.328288,0.095359
8623,5.456345,21.77792,9.406502,9.603159
8624,47.078868,36.176906,36.412476,45.431017
8625,22.815291,40.4041,35.690333,34.730214
8626,0.035678,0,0,0.04313
8629,5.11854,8.511576,3.695104,6.232189
8630,15.769239,3.135377,1.922098,4.530697
8631,0,0,0.037199,0
8632,0,0.061701,0.169599,0
8633,5.050687,7.896682,6.226812,6.687915
8634,27.209054,27.449658,33.440817,37.730609
8635,14.940528,19.276639,20.851798,16.066566
8636,44.483047,92.325233,79.171921,78.547905
8637,7.861539,5.051174,4.85317,8.643167
8638,11.602711,7.362777,18.542074,3.862971
8639,0.344395,1.724026,0.658788,0.755755
8641,12.22568,2.850429,21.935348,6.227022
8642,0.165869,0.382695,0.389496,0.76237
8643,0.894832,1.120658,0.608794,0.470842
8644,27.566296,79.654146,248.891163,94.395719
8645,0,0,0,0
8646,0.513318,1.453563,0.562358,0.955304
8647,0,0,0,0
8648,14.202654,13.46481,13.314964,11.980066
8649,35.020671,18.172527,20.490065,22.990373
8650,54.23056,76.479935,97.348791,98.204398
8651,5.12101,1.173484,3.095906,3.585071
8653,63.371095,0,76.549748,49.719864
8654,48.309621,56.191909,30.491573,35.948453
8655,735.456791,714.048251,549.373821,665.368676
8658,11.319047,15.621286,15.199705,17.254523
8659,2.662623,10.818239,8.755208,11.045526
8660,2.964644,6.296725,6.966289,8.036353
8661,98.745979,117.509407,106.340309,160.428574
8662,42.429716,113.411555,115.440166,114.726823
8663,93.140113,103.812474,128.977631,175.426509
8664,171.974876,146.281482,144.105486,186.054003
8665,39.906033,54.884663,43.499989,53.900665
8666,167.535889,200.933517,216.727295,207.07016
8667,116.226715,79.425827,80.289627,92.435921
8668,157.975811,217.184499,203.211917,242.662168
8669,54.941977,65.89399,62.930173,78.751963
8671,6.084972,7.922451,7.272773,5.937682
8672,27.839248,65.272312,60.744448,63.194755
8673,76.113888,16.89057,6.37234,13.759471
8674,25.990678,11.888119,14.2993,12.425546
8675,52.994365,51.953765,48.84907,47.790777
8676,0.567169,1.450891,3.736156,2.780215
8677,46.490676,54.742673,51.721448,56.127303
8678,117.73289,115.293669,92.824096,110.862834
8681,4.460327,0,2.649205,3.508279
8682,535.70958,621.031521,830.648407,666.0798
8683,94.129158,156.663406,159.125092,138.212646
8685,0,0,0,0
8686,0,0,0,0
8687,0,0.058837,0,0.12023
8688,0,0,0,0
8689,0.049186,0,0,0
8690,18.914985,14.225948,11.411263,14.828827
8692,17.873544,36.335534,49.235041,39.606075
8693,4.646977,3.535151,2.994692,4.69847
8694,6.507441,18.466169,10.852724,12.477801
8697,29.785965,29.047155,24.178541,29.333681
8698,0,0,0.12116,0
8701,0.047304,0,0.108346,0.06465
8702,52.822758,60.353217,42.501833,44.124713
8703,17.485938,27.820459,41.333562,36.979004
8704,54.510595,75.041144,89.783578,92.829051
8705,3.315431,8.340949,4.549478,3.456167
8706,26.958552,20.496553,20.610814,16.029449
8707,6.496048,3.387559,2.39672,2.562233
8708,0.126084,0,0.035749,0.02072
8710,0.083161,0.663267,1.486315,0.268673
8711,0.651507,1.62977,0.291279,0.10413
8712,0,0,0,0
8714,2.668539,3.164029,6.37412,4.322308
8715,0,0.021067,0,0
8717,16.665359,25.905281,25.822132,24.253269
8718,3.759393,7.766831,4.000936,1.469249
8720,60.750939,110.108228,91.98582,106.508775
8721,484.799187,461.428456,444.389851,452.699732
8722,57.020404,79.577323,58.284925,70.287164
8723,28.841833,26.651673,23.51597,32.593877
8724,267.902601,258.31724,266.515327,269.343814
8725,41.890807,34.76799,38.785778,37.96363
8726,9.591606,14.157868,10.844123,12.907396
8727,98.019955,77.389233,48.522807,56.937567
8728,7.414349,28.957366,24.172905,27.797724
8729,14.496716,54.330198,39.746379,42.751366
8731,27.897973,18.472389,20.056085,24.931405
8732,10.461777,13.07093,9.723066,12.086078
8733,41.632912,119.77108,91.656181,100.479034
8735,0,0,0,0
8736,0.499903,1.176399,0.413588,0.699466
8737,25.929628,32.303095,30.836114,28.96238
8738,19.838374,17.979813,15.427073,15.862191
8739,0.403571,0.034227,0.159358,0.179507
8740,0.027732,0,0.110297,0.24062
8741,3.793402,5.736352,3.509724,3.825548
8742,46.945556,44.690201,34.361631,27.036521
8743,25.260015,0.161566,17.315144,2.925094
8744,3.044426,3.302542,8.013503,6.035011
8745,15.121219,5.455872,9.874549,5.756677
8747,0.372933,0.638675,0.795108,0.554629
8748,0.080926,0.02155,0,0.049532
8749,0,0,0,0
8751,25.080286,74.067244,75.109446,58.904968
8754,343.840629,330.095707,435.219616,352.967076
8755,0,0,0,0
8756,0,0,0,0
8760,22.239388,27.136215,18.744887,23.116169
8761,54.396002,93.542475,70.035587,87.084388
8763,372.957285,169.050637,212.998493,202.16719
8764,44.971959,25.171481,24.345138,27.082393
8766,67.71209,62.965313,65.618494,85.523962
8767,34.733566,22.63213,86.758892,34.722826
8771,0.139122,0.784435,9.642573,4.909368
8772,29.57126,42.814606,46.100323,56.472645
8773,90.369909,79.988964,88.073408,91.761848
8774,30.455993,24.437787,17.657682,23.192462
8775,108.222549,194.823223,209.260833,190.076938
8776,12.55554,16.60521,14.841562,17.219027
8777,31.958554,40.015346,27.638307,39.78714
8778,0,0,0,0.021285
8780,78.87948,44.100558,52.922092,58.444914
8781,53.269184,17.33967,33.798084,16.586767
8784,0,0,0,0.098565
8785,0,0,0.128659,0
8786,1.669208,2.827377,3.332885,4.772218
8787,1.217635,0.695365,0.337536,0.338231
8788,0,0,0,0
8789,0.112361,0,0,0
8790,13.83269,5.261462,3.737717,4.710213
8792,0.493798,0.778126,0.335321,0.276793
8793,14.002359,40.665783,29.154421,23.487799
8794,1.021278,5.618439,5.285287,5.759132
8795,47.547606,100.750722,167.195284,127.814468
8796,0,0,0,0
8797,2.668354,4.515718,3.904301,3.831642
8798,28.77041,38.037263,28.703788,29.618832
8799,46.845591,46.279973,32.062898,39.16559
8800,7.986995,5.023344,4.567169,5.560102
8801,83.239628,62.486162,39.410627,58.034438
8802,90.641716,91.345703,88.118126,87.089394
8803,65.746101,57.418179,56.191391,54.448696
8804,138.042068,65.963524,97.92469,85.85627
8805,4.405369,5.039208,6.32252,13.141542
8807,0,0,0.04079,0
8808,0.772476,0.630209,1.339626,0.523033
8809,0.687497,0.129421,1.781448,0.39379
8811,0,0.172539,0.08764,0.084682
8812,6.881128,23.284503,25.042344,22.652844
8813,91.283262,79.640685,102.459089,84.642665
8814,12.342478,6.101741,2.68945,3.15258
8815,128.297593,227.295911,154.631149,230.870189
8816,21.604987,36.034413,35.29894,34.680524
8817,0.24423,0.122758,0.427896,0.062368
8818,39.20055,68.851017,43.701816,66.148466
8819,33.283718,36.622551,26.265217,22.998165
8820,1.209862,0.476713,0.213492,0.520844
8821,11.594107,11.243308,5.525893,5.388855
8822,1.11181,0.62095,0.514319,0.117819
8823,0,0.072534,0.073364,0
8824,30.268906,36.050022,29.800757,33.768501
8825,0.714599,1.182102,3.148494,1.763789
8826,216.105373,168.878377,204.176784,217.153814
8828,5.516965,16.22126,60.034414,26.107212
8829,86.401514,165.544824,166.684636,115.517958
8831,11.734475,15.982051,14.245351,11.881277
8832,0,0,0,0.075068
8833,12.210099,17.706289,13.231239,16.778376
8834,48.818301,62.079876,65.218825,58.167073
8835,26.397203,35.054473,23.202997,9.847778
8836,52.764134,92.059064,68.582256,88.894273
8837,30.75958,38.409031,71.967362,46.814071
8838,0,0,0.036813,0
8839,17.356849,4.258977,0.069464,4.243543
8840,4.140147,1.731533,13.644118,6.25967
8841,40.038078,62.475677,50.504331,56.014852
8842,0.176009,0.030678,0.113584,0.092208
8843,0.291467,0,0,0
8844,7.633407,23.659051,31.557178,24.621138
8846,8.026097,9.591377,11.893564,10.335824
8847,1.823569,1.856416,0.926839,1.945539
8848,59.381214,79.209956,82.368734,77.059221
8850,23.892683,16.481773,10.628115,12.543727
8851,0.76173,2.05343,1.948595,1.248904
8852,0,0,0,0
8853,31.907911,41.565294,46.18461,50.366298
8854,0,0,0,0.230468
8856,0.057096,0.031692,0.011583,0.041846
8857,0,0.03568,0.135113,0.165593
8858,0,0,0,0
8859,16.866105,17.959426,24.142845,20.147303
8861,80.466764,70.650832,59.615394,61.869785
8862,1.37698,1.775737,1.92061,1.087193
8863,24.18065,16.576904,12.440723,20.360811
8864,1.503483,2.746303,3.087706,2.271666
8867,5.719366,9.665005,7.542952,8.348374
8869,63.090158,14.909505,31.489581,18.419582
8870,91.631989,644.034851,1552.049561,400.361816
8871,21.596025,46.247412,60.819616,64.353785
8872,116.915089,120.6348,97.981214,134.540987
8874,24.700366,52.581686,33.571091,46.391114
8875,2.602531,0.817815,1.941596,1.859038
8876,0,0,0.198527,0.230961
8877,6.550254,17.998636,50.39012,30.142815
8878,438.04845,538.470643,1186.463301,889.082946
8879,9.56944,13.816129,17.901756,23.056395
8880,23.010776,23.623597,22.672627,29.912701
8881,83.636985,77.232249,78.646502,97.935763
8882,11.292439,11.041673,14.541613,15.498491
8883,59.674694,51.690966,46.080896,63.033879
8884,6.064342,12.095404,10.835668,13.44893
8886,49.281487,37.012295,34.797615,46.145386
8887,188.381922,154.09811,147.944278,138.539309
8888,13.020101,36.701022,26.999568,31.996512
8890,29.268301,47.408741,36.282795,39.95044
8891,32.201903,31.445292,26.488331,31.045486
8892,12.834754,18.00452,16.692469,19.140993
8893,17.763653,39.273468,30.936177,33.358359
8894,196.923121,135.620055,250.753108,215.911822
8895,80.256509,57.883885,38.125559,47.638903
8896,134.446041,103.731531,140.20712,130.646885
8897,11.348726,17.146654,16.109252,16.133747
8898,48.293138,74.141828,54.188536,53.907206
8899,42.180687,34.028705,32.38389,38.271574
8900,0,0,0.607467,0.043494
8904,50.104141,144.112081,90.063125,103.775211
8905,37.91611,22.785765,14.461965,18.021988
8906,12.183182,20.628933,9.084905,12.81932
8907,4.413522,12.169045,9.405217,11.419474
8908,3.495044,10.496471,3.373273,3.023253
8909,0.064137,0.144566,0.156053,0.11208
8910,129.770438,93.883495,105.110207,87.197608
8911,0.01215,0.028564,0,0
8912,2.007079,19.427331,1.754164,2.955772
8913,0,0.096179,0.135528,0.043124
8914,6.688621,12.148828,7.048416,18.342935
8915,26.829531,23.550182,27.08536,28.193355
8916,15.494198,15.918336,9.970701,9.344677
8917,0.505837,0.207297,0,0.186904
8918,0,0.054213,0,0.09262
8924,6.864973,28.489545,15.521452,20.432668
8925,8.85534,14.751233,13.10924,16.714929
8926,2.198512,6.488363,2.405052,2.892619
8927,0.050455,0.062877,0.011944,0.076398
8928,0.312302,0.06163,0.122499,0
8929,0,0,0.022907,0
8930,36.197899,27.024682,41.40199,33.586908
8932,17.60238,21.266697,28.041418,25.653475
8933,172.12149,306.856354,234.082047,256.917725
8934,50.106943,43.628247,51.866201,50.503795
8935,28.531985,33.328761,18.397141,26.392447
8936,15.287416,16.371134,24.757707,27.473117
8938,0.074611,0.376407,0.448687,0.152504
8939,31.044129,48.24605,47.393049,51.055581
8940,8.906611,20.359503,13.963217,18.048685
8941,0.020096,0.062465,0.268894,0.043612
8942,0.021104,0.026855,0.232795,0.055243
8943,21.437163,80.033664,64.531364,77.376571
8944,0.016044,0.013445,0.005567,0.014974
8945,12.317771,16.210813,17.865984,15.869314
8968,0,0,0,0.246412
8969,4.072071,3.305384,3.462533,1.877829
8970,4.345814,2.653776,9.740868,3.24006
8971,36.76799,107.033218,94.082703,52.471111
8972,0.087934,0.646409,0.288484,0.155239
8973,0.129265,0,0,0.043112
8974,69.063461,59.41687,118.100485,112.411176
8975,5.610254,6.834356,4.673242,8.166201
8976,22.323416,28.531569,34.283916,29.664736
8985,24.628916,94.760971,118.617744,107.4552
8986,15.402256,36.64694,23.060781,33.697784
8987,10.062504,15.492661,13.208743,9.568933
8988,0,0,0.44141,0.47036
8989,0.816758,0.396552,0.913904,0.441406
8991,30.553789,57.138275,10.412652,19.059396
8992,554.449829,369.771484,468.795593,403.025452
8993,0,0,0,0
8994,14.201248,21.366098,8.527334,11.159859
8995,46.774433,0.850946,15.688389,4.16736
8996,20.151329,23.415276,18.747456,22.969168
8997,0.782063,1.457983,1.379087,1.393142
8999,0.182753,0.1053,0.387343,0.256283
9001,1.061336,0.267392,0.116284,0.171742
9002,0,0.290079,1.433902,0.056304
9013,7.944019,15.610041,11.129591,13.477787
9014,19.116648,12.931561,12.701088,18.959675
9015,6.626761,4.121661,4.759851,6.369444
9016,14.908578,16.614437,12.883053,15.392477
9019,58.908345,151.717835,175.108819,133.876116
9020,2.599133,3.629946,2.32071,2.931841
9021,66.09795,23.473436,17.236077,22.707886
9022,0.160769,0.072439,0.875129,1.987348
9023,2.071917,0.829505,6.017859,0.594963
9024,0.084674,0.402468,1.221414,0.190044
9025,16.757319,15.810127,17.22082,11.820839
9026,6.276724,11.98739,7.582437,7.740308
9027,0,0,0,0
9028,0.907524,1.322084,1.186398,1.388089
9031,35.304725,56.002136,46.75661,58.116015
9032,0,0,0,0
9033,0.058186,0.040846,0.033132,0.016886
9034,1.12247,0.178997,0.291487,0.169761
9037,42.152924,65.629192,35.327556,57.325837
9038,0,0,0,0
9039,94.919056,81.344564,61.258917,81.323293
9040,39.242344,99.672554,101.853287,88.185226
9043,43.531423,44.557352,41.670584,55.25255
9044,20.347434,18.063086,16.401983,19.498131
9045,137.415795,91.953699,106.936534,115.256993
9046,0,0,0,0.17613
9047,0,0.421007,3.527565,0.288355
9048,0,0.141554,0.14524,0.315227
9049,62.698663,89.509395,63.181299,72.564841
9050,4.587496,7.097087,10.348661,6.761487
9051,0,0,0.142481,0
9052,7.241048,31.929312,18.900297,10.589448
9053,0.230449,0.234286,0.229515,0.311932
9054,9.994119,16.391384,14.523387,15.065238
9055,18.783476,65.614936,20.540315,77.96089
9056,21.557938,6.055178,16.665191,20.806396
9057,9.364086,19.292755,22.279365,21.477542
9058,0,0,0,0
9060,52.492643,122.468812,210.473162,131.750783
9061,54.528208,67.733993,68.227144,70.962309
9063,9.863626,6.279065,4.237161,7.209387
9064,6.958221,14.666095,8.032913,9.89416
9066,1.049345,1.049899,2.006777,2.307919
9068,39.826914,6.618414,32.834134,18.60401
9069,41.339523,22.494898,21.015375,26.924331
9070,34.161523,48.474476,34.120218,46.569382
9071,0,0,0,0
9073,0,0,0,0
9074,0.082054,0,0.168316,0
9075,0,0,0.138374,0
9076,5.38687,1.821398,49.95042,24.609133
9077,0.535141,0.14486,2.285216,0.626765
9079,22.585751,27.166656,15.880319,21.831403
9080,0,0,0,0
9081,0.112687,0,0,0
9082,0,0,0,0
9083,0,0,0,0
9084,0,0,0,0
9085,0,0,0,0
9086,68.973973,0,45.78132,37.569478
9087,1.075465,0,0.753537,0.372327
9088,1.197298,4.792851,1.800074,7.503327
9091,11.495905,32.261594,27.242296,30.233886
9092,14.214238,40.621158,27.68075,36.965681
9093,23.157449,38.99489,39.202625,39.829748
9094,26.86566,41.907378,35.919679,32.028881
9095,3.445843,1.147943,1.636307,1.539006
9096,9.970527,17.319697,10.008499,9.347415
9097,28.523782,40.658635,36.310493,47.163989
9098,0.035386,0.039594,0.030252,0.026668
9099,0.515525,0.659548,0.378268,0.238887
9100,20.872744,32.363183,39.452945,36.994466
9101,42.899505,33.076866,24.445953,32.936579
9103,0.537121,0.174802,0.086192,0.213471
9104,3.099606,10.964854,4.293025,3.984599
9107,44.351461,30.378553,27.32551,34.910609
9108,0.058021,0,0.008442,0.010382
9110,8.897538,14.190027,9.334469,11.494052
9111,95.372489,34.552578,48.160144,64.406474
9112,19.616314,39.446942,41.202001,40.856816
9113,10.893291,14.342435,12.311189,13.619239
9114,75.80593,159.04693,161.602737,151.716027
9117,36.392485,32.88353,32.130523,39.45681
9118,1.693201,8.31057,3.077122,3.096347
9119,0,0,0,0
9120,0.041101,0.029822,0.136476,0.055836
9121,0.358613,1.181058,2.828694,5.440147
9122,90.418147,49.557876,65.455017,42.571414
9123,36.667884,162.472387,206.62505,148.305703
9124,205.140484,307.499207,358.764829,349.48996
9125,20.909264,26.624086,25.616151,30.738545
9126,38.298843,36.5009,22.922253,40.577942
9127,10.663818,4.506863,2.879991,3.916661
9128,18.677537,19.141215,23.330023,22.403922
9129,31.2012,35.563217,34.918636,37.584481
9130,89.609093,120.803383,125.635124,128.500244
9131,23.521399,38.519601,29.463097,33.120992
9132,0.092855,0.326923,0.028632,0.126016
9133,10.303555,30.759073,9.357136,50.157913
9134,1.268125,0.398741,0.331783,1.537741
9135,62.117886,37.574224,40.401642,49.515041
9136,7.725994,18.770124,18.05645,24.796089
9138,13.910577,43.389914,39.098738,43.061238
9139,7.875263,9.864667,9.655025,9.846133
9140,54.864484,31.011696,39.931218,38.407502
9141,142.59065,110.105293,152.32786,167.12322
9143,1.542341,0.789951,1.991125,0.671345
9144,18.262509,54.070455,65.213742,24.988867
9145,24.121845,29.982787,23.467179,23.20949
9146,32.157948,89.728508,80.330597,90.153008
9147,28.579738,27.343444,23.793595,31.564092
9148,0.705156,1.130677,0.205786,0.180078
9149,10.60183,18.316024,21.19638,21.488551
9150,5.436029,19.003847,17.131847,17.03362
9152,0,0,0.027697,0
9153,0,0,0,0
9154,0,0.046681,0.032199,0
9156,3.065943,2.942128,0.969604,5.213549
9158,80.18097,113.366754,78.999414,104.574208
9159,10.828651,24.057992,26.901136,19.970954
9162,7.69756,6.950084,2.701092,3.694348
9166,22.803148,14.564589,9.381217,13.852356
9167,155.52048,86.521799,120.321864,116.459342
9168,5993.095215,4400.727051,4439.049316,4587.379883
9169,31.732477,36.645533,32.587554,40.824456
9170,1.671159,1.243951,2.349327,1.284683
9172,0.439606,0.520417,0.129533,0.303376
9173,0.286285,0.107596,0.643564,0.154283
9175,33.283788,30.111251,22.226244,29.842546
9177,0,0,0,0
9179,10.525551,12.28182,11.58892,15.415339
9180,53.961615,119.492313,135.356245,159.220082
9181,59.742985,99.105952,130.553495,121.217108
9182,0.154025,0,2.130178,0.223152
9183,18.729896,16.40317,16.54521,19.819668
9184,40.547861,61.200621,63.058191,69.932064
9185,0.147871,0.106427,0.211551,0.324956
9187,7.596076,7.07022,4.249098,6.885447
9188,64.11547,50.960862,82.267379,92.101601
9189,4.512824,11.411025,11.673288,9.51416
9191,26.733773,42.771859,30.756388,35.501652
9194,5.673538,1.999362,2.826415,2.091136
9196,0.333819,0.925361,0.301766,0.466709
9197,14.113039,21.98689,23.134798,17.3837
9200,25.467951,32.943634,23.840774,30.790127
9201,3.211073,1.218938,1.860002,0.934247
9202,31.725982,28.840203,32.066259,31.601483
9203,12.080399,31.650457,13.930453,18.145368
9204,16.677065,10.771951,10.127827,12.359811
9205,20.085498,15.056303,21.363693,12.975426
9206,0,0,0,0
9207,0,0,0,0.01291
9208,38.38347,43.677398,42.199858,50.963917
9209,66.230082,61.969915,83.45041,65.379636
9210,0,0,0,0
9211,0.229962,0.078761,0.055259,0
9212,3.415151,10.667105,6.090012,17.729887
9213,18.122164,16.04537,16.552676,15.55906
9214,1.928136,1.572418,0.528449,0.69933
9215,11.917417,36.611274,18.304534,16.199725
9217,13.262027,22.682482,15.849691,20.627854
9218,54.220027,52.37714,39.595586,47.652088
9219,27.681051,66.355989,65.3259,60.753807
9220,0.405418,0.181914,0.36358,0.195254
9221,18.153953,33.235319,32.495317,41.791577
9223,7.114256,23.991372,11.912268,14.672865
9227,0,0,0.013017,0
9228,0,0,0,0.009286
9229,0,0,1.219159,0.05857
9230,39.505905,109.233192,74.671089,87.276138
9231,14.099089,43.07225,25.382319,30.792201
9232,37.599619,129.936628,46.930144,155.301911
9235,19.51508,12.702635,99.098367,123.891158
9236,119.333861,74.133964,111.037731,99.698609
9238,14.466399,40.101575,31.843425,36.085375
9240,22.520016,46.033756,43.186081,50.56205
9241,0.377287,2.013459,0.875821,0.315814
9242,40.073204,83.039734,153.618149,103.782112
9244,16.128899,141.432068,23.653152,73.821701
9245,0.530441,0.097804,0.382138,0.411684
9246,280.890836,167.88977,236.289434,230.065285
9247,0,0,0.025107,0
9248,0,0,0,0
9249,1.722575,4.089967,17.645133,18.583725
9252,0.307824,0.098727,0.167539,0.159
9253,18.012663,33.128639,28.25889,25.125766
9254,0.015079,0.104999,0.047444,0.008438
9255,46.335135,33.354749,40.045398,33.777097
9256,0.238582,0.062635,0,0.140943
9258,3.491029,6.792685,6.895184,8.289317
9260,81.347258,318.549292,191.486758,238.117298
9261,77.349485,166.932513,123.00242,105.643594
9262,18.826097,9.66927,8.87493,18.34962
9263,44.031556,53.806305,63.506559,42.035164
9265,47.199357,70.679665,64.529998,81.289559
9266,25.511915,27.017267,33.582693,43.491852
9267,9.252458,12.477306,16.837188,15.824553
9270,60.659701,51.7817,49.010233,61.513004
9271,0,0,0,0
9274,63.779934,83.807983,67.947657,89.420313
9275,44.029135,62.577196,77.633345,56.054024
9276,197.294592,211.281042,223.639297,215.846678
9277,28.64487,45.97438,44.334426,42.920398
9278,16.55931,24.669536,17.729183,17.883491
9282,9.001859,18.790136,15.577781,15.713603
9283,0,0,0.089062,0.014692
9284,2.64933,3.355465,5.039427,2.373252
9287,0,0,0,0
9288,0,0,0,0
9289,2.882839,13.431063,3.276758,9.6496
9290,0.027061,0,0,0
9293,0,0,0,0
9294,5.463574,7.190331,7.995818,4.580192
9295,173.402138,114.091363,104.975913,119.655676
9296,489.533798,274.240203,289.585259,327.513074
9297,9.527265,7.957875,8.206566,11.137819
9298,12.073912,6.574568,11.128153,14.254931
9299,4.809381,2.307424,1.845315,2.260654
9300,5.865806,4.35505,7.390282,5.074115
9301,7.161016,4.104462,8.435133,5.352273
9302,5.438814,3.897743,6.278582,6.184612
9303,0.001858,0.001446,0.001306,0.002166
9304,17.238541,10.57807,9.945951,11.77106
9306,16.766545,11.789873,8.333549,10.468279
9308,0.680072,0.145054,2.379398,0.431104
9310,4.278918,2.621222,2.171292,2.599484
9311,1.652388,1.059279,1.29864,1.274248
9312,0,0,0,0
9313,0,0,0,0
9314,48.047974,27.205209,36.730819,30.738988
9315,177.010771,249.329374,137.656504,119.867225
9317,9.039945,5.657391,5.094286,5.811632
9318,70.697354,40.937882,41.497363,43.164114
9319,4.258721,11.931218,5.918982,24.873207
9320,60.841061,70.740283,69.038153,80.951454
9321,18.478489,19.925008,13.731555,21.683034
9322,60.584587,109.053571,104.828048,70.664911
9324,85.531415,76.310072,51.906916,91.573417
9325,25.656802,25.2097,24.327643,26.565264
9326,66.929603,55.084808,52.248491,51.402723
9328,15.794529,33.321051,25.230074,31.804152
9329,7.47698,11.5536,12.532804,12.652791
9330,25.173723,22.076744,16.744707,23.061699
9331,0.961238,0.436023,1.75807,1.430743
9332,0,0,0,0.177441
9333,0.023796,0,0.067319,0
9334,26.515686,47.60651,87.006599,132.273285
9337,44.530915,45.968944,53.791368,53.157088
9338,100.975168,52.497738,31.510213,32.586241
9340,0.225597,1.509635,0.769484,0.175823
9341,273.505884,185.420091,203.847483,237.55504
9342,30.404354,31.679079,28.919624,20.369886
9343,17.333651,51.009487,40.717361,42.149547
9344,17.623375,43.583649,40.875116,35.327529
9348,0.181275,0.010109,0,0.012826
9349,511.139923,346.27536,341.632599,393.324036
9350,0,0,0,0
9351,40.88377,125.03432,92.029114,98.67871
9352,32.149417,28.783392,32.735113,33.449512
9353,2.347525,2.744103,13.81811,2.691278
9354,36.700507,29.800294,24.147308,29.596091
9355,0.165772,0.097706,0.18612,0.983583
9356,0,0,0,0
9358,163.260373,4.169214,117.194402,107.539077
9360,31.943564,21.06851,18.363971,22.309076
9361,29.961661,71.865882,87.595917,74.583289
9362,0,0,0,0
9363,18.201975,11.347312,12.016194,10.92981
9364,28.679806,20.103319,18.015742,18.159205
9365,0.017965,0.054644,0.086798,0.089827
9366,0,0,0,0
9367,60.722975,83.091568,46.431498,45.719294
9368,5.51068,17.555805,10.305357,17.598404
9369,11.934204,29.396545,7.454715,12.82675
9370,0,0,0,0
9371,25.011758,27.037209,32.92765,42.938647
9372,15.017982,20.717844,21.153531,18.435532
9373,21.398481,28.777752,24.600258,28.669719
9374,13.126717,31.826968,28.657076,25.275585
9375,148.387939,179.875519,145.939285,175.729523
9376,0,0,0,0
9377,55.553013,91.046196,74.975471,83.2258
9378,0,0.016853,0.012851,0
9379,0.422062,3.690594,0.210029,0.780449
9380,92.925935,145.431466,177.610399,153.548467
9381,0,0.093484,0.069872,0.06119
9382,15.865572,29.191095,17.700388,23.563425
9383,0.000305,0.027238,0,0
9384,0.274132,1.530144,0.479823,0.596362
9385,0,0,0,0
9386,0.403338,0,0.027515,0.433585
9388,0.181209,1.12295,3.549246,3.121167
9389,0.116973,0.248542,0.18827,0.183625
9390,0.043276,0.254565,0.158281,0.159045
9391,32.578402,45.316706,44.819615,49.150495
9392,10.427754,18.8757,17.275463,18.516386
9394,4.259417,17.479778,19.095425,13.898791
9397,19.389162,19.630696,10.049708,27.541858
9398,0,0,0.362587,0
9399,6.383911,13.551549,8.889796,8.153348
9400,6.491608,10.968351,7.02544,9.024069
9401,1.464342,6.808765,3.515869,7.395296
9402,0.020766,0,0,0
9403,273.811435,187.628596,263.750154,296.561367
9404,15.009767,9.363393,15.810431,13.844016
9406,82.576088,44.411705,46.79221,62.120238
9407,0,0,0,0
9409,10.349379,14.384277,13.197173,13.653695
9410,35.792118,35.31295,30.551622,43.336338
9411,24.634525,24.471812,32.689582,20.877016
9412,38.78052,18.544692,23.03167,26.791427
9413,0,0.082821,0.245508,0.306472
9414,13.742079,50.671784,16.730572,23.916072
9415,219.230263,173.136128,460.703662,595.726117
9416,39.708714,64.0728,53.741444,65.767365
9419,11.784346,7.528114,5.807131,8.178056
9420,0.033459,0.066407,0.311421,1.317428
9421,0,0,0.063128,0
9422,4.27882,4.415503,3.912266,3.472702
9423,0,0.025298,0,0.083429
9424,36.584475,40.777392,26.337074,27.781543
9425,19.979711,23.911134,41.105673,27.827073
9426,0,0,0,0
9427,0.069437,0,0,0.121172
9429,2.521366,1.087716,1.302828,1.043282
9430,0,0,0,0
9435,9.407076,7.776393,18.19854,11.279724
9436,0,0,0,0
9437,0,0,0,0
9439,21.4275,25.101563,20.685522,24.415599
9440,8.811085,13.122477,11.885009,12.296017
9441,2.221642,7.68227,7.364187,4.573722
9442,22.741123,33.789506,29.451649,35.112678
9443,17.036032,10.954537,11.024803,13.755267
9444,24.355697,29.606964,30.049494,28.705781
9445,169.416718,112.406052,153.213104,113.596199
9446,377.776146,302.947089,435.286004,593.975792
9447,0,0,0,0
9448,76.152798,98.102989,109.479675,145.871505
9450,0,0,0,0.136656
9451,18.599741,19.478028,24.064296,19.700282
9452,0.10819,0,0.037483,0.732649
9453,37.625028,26.802797,32.933906,31.979886
9454,62.513136,103.310388,109.969976,96.162006
9455,0.602114,0.316466,0.51996,0.453055
9456,2.414881,3.211282,2.913991,2.45202
9457,0,0,0,0.031199
9459,24.843625,16.939266,11.038821,13.787465
9462,14.37528,20.816216,17.582499,19.262442
9463,10.066432,20.380312,13.822939,16.887937
9464,49.194458,103.001213,46.383034,33.941406
9465,3.806864,2.501122,3.299954,3.455458
9466,0.399627,0.870902,2.167302,2.473859
9467,3.54658,13.220686,17.39986,15.105816
9468,0.201449,0.07154,0.097111,0.32656
9469,5.315076,20.313283,21.10852,22.271438
9470,74.955222,82.931826,75.777388,106.882669
