,CAF-62T_TPM,CAF-97T_TPM,CAF_73T_TPM,CAF_98T_TPM
79102,21.083124,53.439945,34.113308,49.018353
79104,1.107756,0.563242,1.46186,1.647395
79109,60.745457,70.998859,69.463671,72.534131
79132,25.056546,16.934703,30.619678,21.144376
79133,4.227049,4.265778,4.921614,3.661697
79134,7.722877,13.009744,13.685601,15.220752
79135,11.773474,14.919128,13.848831,15.972596
79136,0,0,0,0
79137,39.607412,59.296019,55.905023,48.484311
79139,60.020962,69.320825,84.017136,70.799642
79140,6.415465,17.559067,13.910623,17.901952
79142,46.964043,66.346302,67.45719,62.622826
79143,25.220281,123.481453,75.432037,69.506747
79144,129.602482,287.122386,201.490106,237.550547
79145,22.174684,14.446036,19.796004,19.120396
79147,5.475242,17.251225,16.195816,17.075372
79148,3.112275,0.152373,0.816226,0.443189
79149,2.04746,3.824232,2.649289,3.689235
79150,0,0,0,0
79152,0,0,0,0
79153,4.672267,2.692263,2.3352,3.572984
79154,1.720778,4.043872,2.455053,2.865363
79155,29.426711,43.717884,42.713212,40.350029
79156,17.228811,8.807311,12.922616,14.150825
79157,28.121813,21.480937,21.97735,23.246301
79158,89.223299,56.006974,71.988932,101.160182
79159,5.340821,6.596779,7.032348,8.346665
79160,0.112185,0.292821,0.365794,0.796698
79161,37.463604,28.089394,39.267536,32.25791
79165,10.765903,14.261412,10.11464,13.817969
79166,0,0,0,0
79167,0,0,0,0
79168,0,0,0,0.059137
79169,7.829694,21.123132,18.296393,14.299465
79170,0,0.049454,0,0
79171,24.60788,87.642622,67.168746,71.709929
79172,6.885992,14.297091,8.233242,14.682872
79173,0.675098,0.903778,0.769986,0.930363
79174,17.18907,44.440342,28.561103,34.32379
79175,11.457668,11.934194,9.018761,10.955869
79176,5.806875,11.602961,11.135765,7.445715
79177,8.129499,10.833494,8.21551,9.344567
79178,14.624444,12.295751,14.640633,16.42275
79180,14.663639,33.525798,22.71665,23.783723
79183,9.76333,11.813292,9.65744,11.364739
79184,14.215194,12.624152,14.777417,13.606631
79187,0.858717,7.329976,2.206633,4.721799
79188,76.074981,127.341557,105.655253,103.415513
79190,0,0,0,0
79191,0.388607,0.145682,0.387967,0.618827
79192,0,0,0,0
79228,14.738494,24.986042,16.524797,22.344482
79230,4.753271,3.241274,2.486041,3.778071
79258,0,0.023569,0.00445,0
79269,11.438804,16.653766,19.766754,16.76812
79290,0.039571,0.014221,0.029603,0
79295,0,0,0,0
79296,0,0,0,0
79297,0,0,0,0
79309,0,0,0.138839,0
79310,0,0,0,0
79315,0,0,0,0
79317,0,0,0,0
79322,0,0,0,0
79324,0,0,0,0
79334,0,0,0,0
79339,0,0.136785,0,0
79345,0,0.068422,0,0
79346,0,0,0,0
79363,3.750491,4.285745,3.489518,4.676905
79364,7.554354,15.675307,13.087147,13.828729
79365,10.208104,12.025529,13.248747,12.72093
79366,6.818157,4.43113,3.265069,4.234259
79368,0.027931,0,0,0
79369,0.103664,0.090701,0.297717,0
79370,0,0,0,0
79400,0.542508,0,0.096529,0.036021
79411,3.9718,5.106449,20.869269,12.205124
79412,0,0,0,0
79413,0.214979,0.058543,0.104419,0
79414,2.645258,8.016078,7.078229,5.788306
79415,21.552631,45.051745,31.651779,40.800093
79441,5.600673,4.887855,4.10393,5.584848
79442,31.685564,17.017997,8.979342,12.152419
79443,19.883996,36.337408,20.711482,27.204153
79444,0.07193,0,0,0
79446,9.710081,11.884252,10.879507,12.211225
79447,12.108263,21.188623,11.281155,14.689734
79465,1.572943,4.758128,3.881915,4.952279
79469,1.308904,0.15837,0.68292,0.646084
79470,0,0,0,0
79473,0,0,0,0
79482,0,0,0,0
79490,0,0,0,0
79501,0,0,0,0
79526,0,0,0,0
79541,0.422165,0.278807,0.200848,0.656342
79544,0,0,0,0.060137
79549,0.044443,0,0,0
79550,0,0,0,0
79567,16.75642,50.023575,56.239279,55.122652
79568,20.45771,16.512093,15.949787,15.609028
79570,0.207848,0.031734,0.313424,0.056634
79571,11.084324,20.081081,23.346344,16.04324
79572,147.015727,172.109431,167.268308,225.267776
79573,7.303391,11.814909,8.253981,8.404837
79574,0,0,0,0
79575,8.645377,21.170938,16.544882,11.578828
79576,7.729656,7.40484,6.36351,7.231971
79577,30.798562,21.819301,20.337812,20.077094
79581,12.369296,47.373032,55.508049,44.385206
79582,25.28371,14.179436,11.577518,14.99161
79583,5.96874,6.404441,7.043341,8.858273
79585,1.5769,3.173536,7.003967,6.001391
79586,60.696823,218.014486,243.749034,177.087655
79587,82.03436,70.708804,76.312949,68.729653
79589,0.613382,0.173014,0.180278,0.039085
79590,51.127081,59.898096,52.267519,73.163159
79591,10.600225,15.554386,13.083125,14.164321
79594,15.685301,36.635847,34.729248,32.190358
79595,6.417666,17.093809,15.522825,15.383105
79596,13.936697,8.126652,10.123971,11.222183
79598,6.374553,6.963848,5.464487,7.620073
79600,44.459408,27.797788,41.610752,34.694279
79602,31.092336,41.458673,46.721941,51.328999
79603,12.179317,3.308665,4.929908,7.289525
79605,0.04141,0.034495,0.143154,0.064279
79607,29.031668,22.399594,25.21256,29.093394
79608,0,0,0,0.015776
79609,9.860115,7.824792,11.345119,10.953372
79611,6.334011,5.49087,3.995314,2.728639
79612,6.833481,7.352562,5.599118,6.957113
79613,4.234451,7.982045,5.341268,8.105079
79616,0.71183,0.629527,2.187889,1.268
79618,11.490786,11.178331,13.045741,14.170772
79621,29.716902,16.316002,15.549807,22.830595
79622,17.743811,34.049011,24.634129,25.521488
79623,0.007499,0,0.011833,0.234775
79624,52.987043,34.924445,34.443735,31.221103
79625,0,0,0.10178,0.086606
79626,0,0,0,0
79627,18.214678,4.268338,18.412301,15.192372
79628,0.465551,0.258734,0.415709,0.599183
79629,10.043206,24.982104,21.534106,22.993767
79630,95.112485,71.045246,60.948838,37.138643
79631,33.950143,29.068372,34.252967,37.831058
79632,0.038304,0.137479,0,0.199046
79633,5.497598,5.962434,6.730994,5.523181
79634,19.369144,15.657377,13.242532,17.139604
79635,2.028042,1.511168,0.948281,1.373943
79637,3.947986,10.542023,8.219717,7.209338
79639,5.595214,5.406331,4.669867,8.068262
79640,13.519053,12.219663,10.138953,14.284931
79641,13.396328,28.267436,21.153872,23.270394
79642,19.029814,38.924293,42.315482,18.556885
79643,18.324086,42.413579,29.351932,31.412882
79644,13.469542,9.313427,8.159994,11.762505
79645,0.450884,0.472485,0.259456,0.383627
79646,32.170403,17.667332,23.062044,46.300011
79647,39.724546,66.088517,85.44472,60.732992
79648,11.273505,7.338484,6.70268,8.676978
79649,23.940824,38.670752,18.206282,27.245126
79650,18.536773,47.836878,50.115032,52.067125
79651,2.093113,0.799048,9.281662,10.139153
79652,29.32635,29.601326,51.421079,39.069327
79654,13.195196,38.162097,30.192519,29.759048
79656,0.063157,0.018858,0,0
79657,19.586749,21.440896,18.682249,22.70603
79658,20.563653,26.366158,18.981017,23.119636
79659,13.660485,7.474512,4.97514,10.088143
79660,14.365424,11.492635,9.370036,9.114337
79661,8.170781,6.079279,3.360465,3.426228
79663,12.267448,5.522512,8.613522,13.337138
79664,17.808215,12.283991,7.870731,12.338462
79665,52.069037,35.188523,42.511998,48.406838
79666,15.815851,11.377955,8.946932,10.439007
79667,2.124672,0.83253,0.324575,0.805773
79668,8.880517,2.772952,7.28111,4.177932
79669,4.118835,2.83777,3.779479,8.40581
79670,29.633292,20.968003,23.115547,25.774523
79671,5.697937,13.84162,9.846959,11.567929
79672,19.258422,26.002979,16.369573,38.577348
79673,12.489156,12.391439,11.260514,8.546786
79674,22.714926,13.950444,62.966679,23.280196
79675,8.997459,8.042982,6.777319,9.182847
79676,8.216631,13.926997,11.806482,10.863929
79677,31.630404,25.184625,20.382749,28.442412
79679,0.307749,0,0,0
79680,3.764601,6.09198,5.687851,6.571545
79682,9.261913,10.143846,5.947925,21.104386
79683,2.562389,7.037937,10.607408,5.408964
79684,9.315094,13.490435,11.049695,12.891548
79685,20.024197,18.471776,21.143044,16.567503
79689,0.031977,0.012925,0.058313,0.033049
79690,8.99996,12.112507,7.152725,13.132957
79691,8.038312,8.620324,10.62264,14.383393
79692,17.712007,12.385711,10.764431,14.379866
79693,7.171431,15.167933,25.106432,17.267271
79694,14.916106,6.874286,7.896136,9.478994
79695,18.430921,6.89649,18.469575,29.707467
79696,0.685813,0.968135,0.893018,1.103181
79697,5.456676,9.309085,6.7701,9.247849
79698,0.037653,0,0.26577,0.039259
79699,27.597358,21.06929,15.944537,19.053308
79701,6.9704,16.025466,12.993263,12.078259
79703,4.259111,4.638704,4.454841,5.30117
79705,2.205597,3.776381,3.001027,3.572662
79706,14.060564,21.526356,15.895527,13.99776
79707,3.507291,7.531215,4.023388,6.258066
79709,30.366611,90.906313,100.414098,97.2039
79710,17.622688,13.905692,15.440751,15.124972
79711,5.905421,13.529889,15.329438,19.107583
79712,10.478239,5.351455,7.07079,7.897077
79713,1.623135,1.835794,1.975329,2.726163
79714,14.285151,17.149407,15.091071,20.558192
79716,15.038717,21.361787,24.411908,27.606169
79717,52.565718,43.622456,31.539311,39.479442
79718,41.694158,37.582437,25.193963,33.703851
79719,47.258895,38.073326,42.881234,40.79718
79720,14.074426,31.595364,24.109935,28.173813
79722,0.147616,0,0,0
79723,4.868121,4.185554,3.70297,6.151855
79724,17.811832,39.089915,31.396153,34.835289
79725,2.240133,1.283711,1.40569,1.456578
79726,11.024003,13.92612,11.442029,14.91103
79727,0,0,0,0
79728,12.156195,8.468866,9.910466,11.675354
79729,2.924681,3.186977,5.596882,4.568856
79730,0.011739,0.014734,0.004171,0.000003
79731,7.581808,12.055894,12.042641,10.866252
79733,0.555956,0.44671,0.363036,1.15437
79734,12.139217,30.652403,29.207934,29.077257
79735,37.86516,72.10879,65.528989,64.100522
79736,17.653982,13.143748,11.257448,13.842512
79738,24.293299,13.512176,8.887724,13.845983
79739,15.955517,12.544327,12.596527,11.355529
79740,0,0,0,0
79741,1.974788,1.376721,0.754062,1.848028
79742,0,0,0,0
79744,9.172853,10.452138,13.031447,7.469614
79745,54.612169,24.535711,38.957451,39.850361
79746,3.445096,6.085273,2.37864,2.878704
79747,0,0,0.035989,0
79748,0,0,0.06136,0.086948
79750,0.131399,0.014692,0.17541,0.127731
79751,4.238092,11.673795,17.071315,12.903987
79752,23.695749,16.924403,16.637731,13.920405
79753,8.60955,13.24266,12.547935,11.252402
79754,6.97126,12.47468,8.177503,10.734956
79755,0,0,0.119373,0.057903
79758,11.756256,9.596217,7.457323,12.091193
79759,13.007104,21.428317,17.450739,16.64332
79760,10.186967,18.153192,17.549407,15.028577
79762,3.063699,1.154367,2.120751,2.399248
79763,43.385709,79.044342,81.897983,72.78768
79767,0.460367,0.874953,1.122979,0.420972
79768,27.709915,18.978136,19.984484,20.959471
79770,41.94635,45.624839,37.56182,54.168375
79772,1.524095,0.013253,0.474007,0.36462
79774,1.646052,2.826184,0.914905,2.524492
79776,0.362842,2.404819,5.889882,2.689293
79777,8.615418,9.82015,6.706682,8.634128
79778,13.18816,20.683681,21.805093,27.526925
79780,32.840227,24.680699,25.490034,31.097526
79781,0.195027,0.076237,1.640781,1.239183
79782,0,0,0,0
79783,15.753737,15.511519,11.176286,13.606745
79784,0,0,0.116298,0.101141
79785,0,0,0.555652,0.056415
79786,10.389193,18.76055,14.791536,17.046334
79788,2.774735,1.569442,1.42794,0.767693
79789,0.567661,0.1872,0.180005,0.322743
79791,13.71056,21.164959,17.784915,16.307946
79792,27.248989,42.887984,32.483351,30.877892
79794,11.360848,13.013181,15.425886,16.470087
79796,7.658489,12.714791,8.931463,12.287196
79797,7.804,15.250406,16.003188,9.816348
79798,2.854176,8.579682,7.769592,8.287781
79799,0,0,0,0
79800,7.87027,3.477325,2.550643,3.760098
79801,3.893807,10.522275,3.749125,18.884668
79802,1.807746,1.223643,0.273586,0.259249
79803,7.064911,22.074835,17.176691,18.371147
79804,51.472937,56.309504,24.273127,19.061503
79805,0.106408,0.126786,0.378876,0.330397
79807,7.737813,7.314796,5.152354,8.330352
79809,9.509048,9.068053,7.191847,9.765321
79810,7.514597,4.643395,4.659223,4.838183
79811,47.497389,60.828454,50.836527,66.196768
79812,2.618319,2.94736,2.826111,1.610847
79813,9.974501,26.532549,17.590578,19.524282
79814,0.161211,0.492307,0.666022,0.819594
79815,51.24458,36.110585,27.111544,26.671937
79816,1.200511,0.565276,0.142469,0.441746
79817,1.098232,0.847672,1.317045,0.465022
79818,3.696477,3.451338,4.089564,3.877008
79819,6.081735,3.498291,2.772555,3.490128
79820,0,0,0,0
79822,0.873046,0.877565,0.224872,0.555193
79823,10.292414,12.438866,5.450169,6.91394
79825,0.126101,0,0.146559,0
79827,59.776978,23.975092,32.586128,18.556606
79828,10.29752,5.33238,6.384015,7.327165
79829,9.640729,18.921878,14.987436,18.08156
79830,9.996593,6.050236,4.166419,6.949261
79831,1.754173,3.63118,2.283312,2.784269
79832,6.047441,7.835058,8.749925,12.347885
79833,6.079777,5.167899,3.836516,6.102543
79834,28.222412,49.978104,40.45347,50.190568
79836,0.224137,0.206844,1.233755,0.389474
79837,17.260948,34.814618,32.126656,27.740905
79838,0,0,0,0
79839,24.136066,8.828011,6.700475,9.806291
79840,6.752086,7.146847,3.892678,4.78692
79841,1.782724,0.529417,0.279809,0.450521
79842,1.592536,2.844829,1.978079,2.123553
79843,0,0.067187,0.049188,0.085727
79844,0.894121,0.599,2.851347,1.761747
79845,3.652712,4.32694,20.468791,4.563536
79846,5.26353,2.564489,3.156094,2.983763
79847,4.757243,3.822109,2.414388,3.805731
79848,8.362748,8.140154,7.153615,7.441689
79849,0,0,0,0
79850,13.718661,14.475475,21.055937,18.009565
79852,0.043994,0.118256,0.156365,0.125659
79853,0,0,0.221103,0.107221
79854,0.918848,0.775372,0.82721,1.073866
79856,0.215083,0.099014,0.120778,0.065766
79857,0,0.152318,0.107427,0.089067
79858,11.662552,5.354249,8.152883,5.490054
79861,0,0,0,0
79862,7.673437,7.612302,7.229177,7.455468
79863,5.692487,5.912812,5.783182,7.495162
79864,4.83134,3.136556,4.125416,3.750579
79865,0,0,0,0
79866,3.292,3.641329,2.226639,4.535052
79867,6.018835,10.28052,4.774944,9.64317
79868,21.452489,9.296543,13.382094,17.799794
79869,27.779487,46.297028,39.846566,42.290704
79870,20.283451,0.290085,0.083992,0.388744
79871,6.450523,5.333606,3.276139,6.620356
79872,11.635753,13.047353,12.21382,12.740658
79873,10.817769,17.391733,12.972472,14.894149
79874,9.737628,24.574968,16.31951,19.639589
79875,5.67614,9.03955,11.974839,8.452124
79876,20.60844,19.640365,20.329274,21.129786
79877,15.529083,24.744281,16.77366,19.357656
79879,1.809045,3.841928,2.62741,3.893015
79882,12.750516,11.74595,10.584981,12.385665
79883,4.452512,6.677155,3.199759,3.606634
79884,17.858109,12.181403,6.905282,12.340025
79885,7.838827,12.72288,11.437252,9.910751
79886,14.623477,11.754447,9.79596,10.125408
79887,0.116824,0.110488,0.170158,2.380371
79888,13.543353,40.126215,33.225962,62.867518
79890,3.899373,22.382361,15.693351,9.841505
79891,11.725419,13.790221,6.20353,7.688775
79892,30.431937,33.131603,34.140063,40.880939
79893,62.535038,61.573879,62.09062,64.848169
79894,5.331834,16.862108,15.391075,16.359131
79895,37.668245,1.392501,1.843812,0.369305
79896,3.189211,1.60734,1.150049,2.250284
79897,41.828126,48.144004,40.969427,41.649345
79898,7.066413,5.669003,4.08469,5.047441
79899,1.991747,1.79012,2.875016,4.29693
79901,561.153767,305.494345,643.25911,332.355239
79902,16.30845,19.935199,17.197244,27.593861
79903,19.357379,42.28417,42.878761,39.273761
79905,0.228492,0.21,0.496233,0.436545
79906,2.095395,2.890532,2.279079,2.644152
79908,0,0,0,0
79912,15.164875,11.512096,9.730751,18.086058
79913,4.021598,5.22044,3.592607,5.107635
79915,0.780348,0.946074,0.519352,1.870922
79917,0.355194,1.005918,0.592267,0.873945
79918,2.940398,4.056797,3.437943,3.954263
79919,0,0,0,0
79921,228.597132,204.552007,134.666907,153.45234
79922,2.264616,4.807063,3.030448,4.958175
79923,0.025917,0.015392,0.008594,0
79924,3.772157,3.68917,15.988404,9.251912
79925,4.373706,2.15492,0.782331,2.972406
79927,0,0.028782,0,0
79929,1.464981,1.348324,2.256087,2.001787
79930,2.072772,2.531194,4.222747,3.238044
79931,0.228393,0.068819,0.969007,1.049546
79932,21.42257,47.150707,38.476995,41.997953
79933,0.262951,9.647344,1.557052,5.038072
79934,13.7954,23.377381,14.089046,14.567782
79935,0.336264,0.936482,0.289083,0.387929
79937,0.054734,0.615897,0.423803,0.174278
79939,17.827169,37.471798,39.0499,29.580854
79940,2.404618,1.412779,3.784479,1.71356
79943,1.670488,3.656795,2.345153,3.162918
79944,2.450926,2.785227,2.396064,3.118536
79946,0,0,0,0
79947,21.690656,28.552804,27.294343,30.172728
79948,0.034863,0.073474,0.320138,0.042821
79949,0,0,0.026169,0
79953,0.023699,0.03001,0.351986,0
79954,20.652756,22.329225,18.830191,23.7886
79955,4.64065,3.481438,0.861965,1.111544
79956,7.196021,10.210137,6.407844,7.161809
79957,2.301434,1.202538,0.931234,1.066972
79958,0.051178,0.14274,0.059168,0.101473
79959,4.252084,4.855744,4.421081,6.780889
79960,21.861003,21.243013,23.884716,21.825497
79961,5.200488,2.415264,4.714131,2.929743
79962,14.273183,8.334758,8.015582,9.654705
79963,5.137813,5.030571,3.755646,6.386066
79966,4.659382,6.785536,14.039471,9.63075
79968,3.643385,5.408496,2.380186,5.242224
79969,8.180295,11.236908,8.335986,11.099025
79970,10.305674,7.668098,6.999438,8.295662
79971,50.456588,46.406271,72.353165,85.083783
79973,1.210522,1.461904,0.605577,0.666366
79974,69.233432,11.097313,33.92475,22.975494
79977,0,0,0,0
79979,6.912137,7.176325,6.585183,8.901689
79980,16.768476,14.244714,11.277146,21.540973
79981,0,0,0,0
79982,37.02741,18.299643,19.734863,19.941631
79983,0,0.020854,0,0
79986,9.535866,11.302461,5.450151,3.180803
79987,17.95834,0.589023,25.258165,10.734599
79989,5.348043,4.247374,3.759399,4.967177
79990,5.827159,14.573424,19.406427,10.556542
79991,10.83707,7.773932,6.925913,7.717594
79992,0.817317,0.756445,0.928208,1.519066
79993,0.251498,0,0.908981,0.204813
79998,1.003151,1.242978,0.752328,0.512136
79999,0.156394,0.035663,0.121935,0.113478
80000,0.308233,0.08941,0.389849,0.154619
80003,7.665798,6.954882,5.09444,9.511146
80004,0.035912,0.054703,0.030994,0
80005,12.820823,16.650142,12.811127,16.703929
80006,26.668684,16.443876,18.562099,19.708102
80007,12.868125,17.662784,16.299912,13.696396
80008,0.07916,0.102076,2.736325,1.346601
80010,8.70574,6.734074,4.924689,9.13405
80011,51.001231,44.856601,39.143083,45.10393
80012,15.965315,11.40247,8.970731,12.387145
80013,49.154211,33.103966,28.720387,43.585843
80014,12.098139,16.435765,18.257478,19.029671
80017,21.041291,26.460122,19.122128,25.395834
80018,14.875264,16.400422,13.676252,20.879486
80019,16.092903,41.028694,65.951225,39.832085
80020,3.62259,11.243283,6.959526,11.753086
80021,23.378857,16.193366,19.024936,20.917433
80022,1.587056,0.684335,0.259582,1.153676
80023,68.278042,99.327412,70.160864,73.190545
80024,19.580651,28.703422,27.26615,26.046738
80025,13.304215,15.890821,19.076977,16.013813
80028,2.458172,10.522477,6.343864,8.820363
80031,9.660733,30.758415,10.422577,2.565983
80032,0,0,0.009704,0.038007
80034,1.067323,0.943665,0.7272,0.546793
80035,0.323807,0.71011,0.304177,0.779896
80036,0.186429,0.085078,0.746306,0.292429
80039,0.294365,0.16645,1.363906,2.551144
80045,1.041625,2.840687,2.769935,1.98529
80054,0,0,0.028377,0.028926
80055,5.147557,3.884327,3.237104,3.600032
80059,0,0,0,0
80060,1.603034,0.742232,0.72177,0.906193
80063,0.17447,0.026232,0.737898,0.632373
80067,18.462233,12.941987,13.008254,14.530301
80069,0.007502,0.096063,0,0.02413
80070,0.03946,0,0.026098,0
80071,2.677995,1.63916,1.50987,4.929983
80072,0.321321,0.14501,0.095479,0.165674
80078,0,0,0,0
80086,0,0,0,0
80094,0.130605,0.158603,0.032286,0.175932
80095,4.733706,6.534992,4.589177,4.445706
80097,132.564046,246.489807,210.425942,201.070386
80099,3.476028,1.740514,6.629611,5.419096
80108,0.719885,1.103275,0.682363,0.62831
80110,7.826727,4.680571,4.260933,5.832008
80111,0,0,0.152989,0.077395
80114,30.640452,21.513488,30.208382,44.396711
80115,0.411574,0.220777,0.686432,0.753585
80117,0.049378,0.062499,0,0.0502
80119,3.946508,5.732729,4.388808,5.546607
80122,0.031106,0,0,0
80124,6.813672,6.735857,8.059571,6.625534
80125,0,0,0,0
80127,8.416471,5.463883,4.82157,6.069341
80128,1.889538,0.830359,3.500803,4.848727
80129,1.90508,0.372506,0.898128,0.213356
80131,1.059611,4.310594,2.650129,3.00726
80133,0.154117,0.18609,0.433392,0.848576
80135,39.421158,35.810791,31.550388,40.12122
80139,9.678067,20.128447,41.596958,30.075798
80142,21.888232,45.250488,36.215964,37.949057
80143,20.132307,14.14672,12.779012,14.082318
80144,1.707901,0.294091,11.531195,3.344947
80145,88.088778,92.995593,82.721635,98.642595
80146,38.892323,39.317327,68.260678,53.208455
80148,15.054529,31.955157,27.576257,23.246785
80149,7.066032,8.89053,49.030754,30.796082
80150,0.212578,0.618747,0.458656,0.791448
80152,21.984753,44.519175,31.989205,44.388163
80153,11.394835,20.950401,17.302413,17.829204
80154,2.457821,4.944918,3.836602,4.032273
80155,20.638807,20.445822,19.402239,25.664657
80157,0,0,0,0
80161,4.941493,2.720982,2.068881,3.379468
80162,8.557952,4.531115,5.175932,6.749044
80164,0.060131,0.137045,0.065682,0.050413
80167,9.336585,6.092777,3.958082,5.437733
80168,0,0,0,0
80169,2.566886,5.745119,3.928721,5.002678
80173,12.311187,8.989199,5.629879,9.544174
80174,3.067758,6.915748,3.53891,7.73254
80176,23.384216,32.960716,49.216995,35.857365
80177,1.869872,0.177993,16.861863,3.28667
80178,1.443354,3.972022,2.802714,5.64364
80179,9.182351,14.728802,12.944149,19.796081
80183,2.246694,0.209666,0.074712,0.114828
80184,11.677032,7.6211,4.798329,12.957204
80185,8.911532,13.075353,11.669852,12.322887
80194,29.736988,34.716999,19.98865,24.95782
80195,16.14532,12.698543,9.567759,13.575676
80196,27.835848,28.282609,25.893751,29.669134
80198,11.446327,27.047846,20.552372,23.247101
80199,12.276213,20.33278,10.933942,19.380063
80201,1.005187,0.528405,2.121107,1.634497
80204,19.197458,33.220302,29.80074,33.748205
80205,27.624345,21.598808,24.588196,29.831866
80206,8.231222,1.126148,8.209963,4.123399
80207,7.163153,11.615064,10.156937,11.055414
80208,22.228338,21.276579,17.771667,23.912929
80209,6.550365,10.888029,11.69878,12.916566
80210,45.739137,82.540941,53.062926,58.625181
80212,32.46489,105.544421,54.150882,53.989153
80213,58.329111,45.320988,41.069218,44.808985
80215,0,0,0,0
80216,15.983652,8.118683,6.17658,6.864241
80217,0.05363,0.034884,0.085916,0.133149
80218,52.852826,41.095851,50.367026,54.570532
80219,71.675146,51.963894,65.027047,64.329257
80221,17.111071,25.804163,12.576237,17.000418
80222,7.810387,18.270162,14.426065,16.236873
80223,7.668038,22.73863,6.069042,10.119946
80224,12.276313,8.98482,6.951848,11.601787
80227,10.672446,9.795501,5.300401,8.270556
80228,6.069357,12.092357,10.623418,12.12298
80230,38.908553,58.44268,45.775273,50.257563
80231,0,0,0,0
80232,35.566922,58.563229,59.707709,51.174393
80233,9.033633,21.846641,18.17359,21.351584
80235,5.147892,5.955117,8.394442,5.651676
80237,2.865459,1.364252,2.004326,1.341928
80243,0,0,0,0
80254,19.837256,22.194617,13.320103,19.987466
80255,46.092583,30.633142,26.337262,29.230914
80256,36.525845,55.680315,71.912988,57.826133
80258,0,0,0,0
80262,11.359465,17.39006,16.504681,15.46851
80263,6.138884,5.621343,1.491238,1.897033
80264,6.416871,4.580129,4.004717,4.342318
80267,25.384945,22.294247,29.920634,29.401035
80270,25.445894,30.097915,14.614989,22.204605
80271,11.305948,16.989086,15.970734,11.796203
80273,22.738483,27.657675,32.800106,26.319313
80274,0,0,0.006513,0.006606
80279,66.236818,42.560814,35.008571,46.829858
80298,9.106454,7.787431,5.287674,6.796457
80301,22.018283,41.029218,40.529153,34.81686
80303,3.212247,30.051538,6.439149,5.970215
80304,6.297885,9.369132,5.72754,8.317216
80305,9.906473,26.478744,22.730029,21.770651
80306,16.032576,10.894067,8.495896,13.316818
80307,3.654715,1.80976,2.738686,1.91397
80308,16.798949,21.925825,20.694302,23.866609
80309,0,0,0.008505,0
80310,0.139345,0,10.022254,3.918977
80311,3.758222,3.648526,7.686729,2.586791
80312,1.53253,2.162129,0.984641,1.045143
80313,16.352452,13.43119,8.552645,10.685829
80314,27.075673,19.135412,17.141831,18.535085
80315,14.408445,12.974197,20.508878,11.116813
80316,0,0,0,0
80317,3.721418,4.713455,2.394054,3.986351
80318,1.606398,1.617109,1.963051,1.295201
80319,0,0,0,0.022633
80320,0.12363,0.05152,0.029732,0.045068
80321,13.884356,13.170342,7.424733,9.842326
80323,13.827445,3.932816,27.598646,4.118534
80324,3.822264,6.006093,7.810864,8.476773
80325,22.754619,39.9572,27.563416,31.040977
80326,0,0,0.087601,0
80327,0.053123,0.008468,0,0
80328,18.325006,32.703597,34.052984,27.386324
80329,4.812502,9.444884,8.360511,5.113748
80331,18.982843,47.995594,56.018207,44.713652
80332,14.921616,42.628013,1.250916,6.94022
80333,0,0,0,0
80335,46.446258,75.005225,60.690209,71.034002
80336,11.131516,7.243679,8.078183,10.655627
80339,6.409536,4.679583,3.548403,6.707091
80341,0,0,0,0
80342,0.198921,0,0,0.053449
80343,0,0,0.132683,0.041671
80344,25.634107,33.002247,25.870169,34.109204
80345,6.288314,4.905212,6.699479,6.917576
80346,4.529984,18.628087,19.176802,24.570527
80347,14.352754,55.923046,46.026473,39.665689
80349,58.215507,59.844136,51.487919,66.340658
80350,1.109993,0.213795,1.296997,1.1591
80351,39.808251,35.59539,37.641626,35.800578
80352,0,0,0.011103,0.180517
80380,35.21994,22.081024,36.709997,28.964712
80381,35.802233,91.576322,116.83645,159.999552
80700,114.161515,189.238968,171.356475,159.208515
80701,0,0,0,0
80704,0.099108,0,0.445307,0.452472
80705,1.126525,1.0632,0.491407,0.892204
80709,4.732607,10.291648,5.790957,5.810014
80712,0,0,0,0
80713,0,0,0.020024,0.008747
80714,0.158139,0.360597,0.260853,0.169626
80723,16.989722,4.769233,17.928078,5.777137
80724,4.377811,7.250167,5.588539,7.80288
80725,0.00992,0.124779,0.077611,0.023187
80726,1.331006,1.54545,1.159353,1.035565
80727,8.911916,46.953865,68.690693,59.197812
80728,1.010292,2.126895,3.228824,2.703958
80731,0,0.11047,0,0.046226
80736,0.061025,0,0,0
80737,0.276039,0.7291,0.111743,0.451867
80739,0,0,0,0
80740,0,0,0.526255,0
80741,3.667259,3.228417,3.139099,2.720661
80742,10.455047,17.432585,11.448971,15.110612
80745,10.377805,9.894843,8.585182,10.74069
80746,8.002082,6.387174,6.480715,8.851284
80755,25.426748,23.36132,21.061872,28.107439
80757,1.622074,2.825791,2.56277,1.571407
80758,0.782535,1.698712,3.732297,2.635367
80759,3.770749,4.659057,1.786452,2.152123
80760,0.099133,0,0.667312,0.124916
80762,58.502079,80.361694,71.814659,71.461052
80763,0.138527,1.220103,2.094793,0.505272
80764,30.593785,38.128724,26.78753,35.135587
80765,12.381659,9.250268,6.892309,10.020511
80772,7.214552,32.692521,24.604656,21.223718
80774,0.817766,5.124873,3.568156,4.759763
80775,3.625918,6.298352,4.231115,5.357926
80776,5.51861,6.47569,6.2461,7.019554
80777,83.861549,52.446926,56.744728,75.071449
80778,4.927491,6.441901,3.831652,4.777037
