,CAF-62T-IgA_TPM,CAF-97T-IgA_TPM,CAF_73T_IgA_TPM,CAF_98T_IgA_TPM
100507347,2.513572,2.312408,1.760204,2.886818
100507351,0,0.053659,0,0
100507354,0,0.020547,0,0
100507357,0,0,0,0
100507361,0.150289,0.063761,0,0.050697
100507362,0,0,0,0
100507373,1.34919,2.229196,1.657956,2.616009
100507377,0,0,0,0
100507379,0,0,0,0
100507381,0,0,0,0
100507384,0,0,0,0
100507387,0,0,0,0
100507388,0,0,0,0
100507389,0,0.048931,0,0
100507391,0,0.022105,0,0
100507392,0.83943,1.092728,2.613509,1.202774
100507398,2.572578,0.354022,1.695613,1.795892
100507401,0.192781,0.073105,1.186133,0.177923
100507403,0,0,0,0.041356
100507404,0.222244,0.17106,0.148266,0.202005
100507406,0,0,0,0
100507410,1.023008,0.467679,1.230826,0.833789
100507415,0,0,0,0
100507419,2.601252,2.715183,2.159253,1.868388
100507420,4.964723,0.438695,11.783875,24.466897
100507421,1.857235,0.532696,11.742157,11.114246
100507422,0,0,0,0
100507423,0,0,0,0
100507428,0,0,0,0
100507431,0.134205,0.09174,0,0.043928
100507433,0.986616,1.814577,2.065799,1.288772
100507435,0,0,0,0
100507436,84.421359,95.141133,125.872515,66.220259
100507437,2.486921,3.236666,2.85018,1.833599
100507443,0,0,0,0
100507444,0,0.041458,0,0
100507458,4.653975,4.119392,3.544128,3.669002
100507459,11.03674,4.622541,5.417994,8.127039
100507461,0,0.157189,0,0
100507462,0.776299,0.241439,0.573456,0.197539
100507463,10.293501,9.819641,6.051196,5.276051
100507464,0,0,0,0
100507466,4.167058,0.839536,1.068974,0.4499
100507468,0.147319,0,0.100802,0
100507470,0,0,0,0
100507472,0,0,0,0.000195
100507475,1.610946,0.278799,0,0.638392
100507477,0.591292,0.28879,0.248864,0.107257
100507480,0.121671,0,0,0.191327
100507487,6.445641,1.752075,2.729218,5.763329
100507489,0.16745,0,0,0.03354
100507490,0.024046,0,0,0
100507495,2.230306,2.806077,4.50153,2.284249
100507500,0,0,0,0
100507501,1.185308,1.837029,0.791471,1.033082
100507506,0.659083,0.387179,0.824275,0.391611
100507507,6.822785,14.845019,13.998403,10.958097
100507513,0.117639,0.150646,0.069404,0.074317
100507516,8.953549,7.794032,3.495418,2.955348
100507521,0.058645,0,0.340587,0.185977
100507524,0,0,0,0
100507526,4.137079,4.45535,3.863268,9.393588
100507527,0,0,0,0
100507528,0,0,0,0
100507530,0.29276,0.071977,0.106478,0.017447
100507533,0,0,0,0.021376
100507534,0,0,0,0
100507537,0,0,0,0
100507540,5.283242,4.967586,3.271151,6.272915
100507547,1.76269,2.611329,2.100583,0.992801
100507548,0,0,0,0
100507549,0,0,0,0
100507551,4.250892,3.28969,4.025637,3.006447
100507554,1.161163,0.639441,0.763987,0.798695
100507557,1.583633,0.598504,0.531759,0.740582
100507560,0.066285,0,0,0
100507561,0,0,0,0
100507562,0,0,0,0
100507564,1.804501,1.42497,0.96372,1.390689
100507567,4.919573,3.938684,6.669296,5.692237
100507582,0.854385,0.271254,0.314044,0.402077
100507584,0.349714,0.151736,0,0
100507586,0.211855,0,0,0.038946
100507588,0.797424,3.691215,2.698243,0.343829
100507589,0.997216,0.545202,0.526968,0.639828
100507599,1.429538,1.253585,1.129138,1.407788
100507600,0,0,0,0
100507602,13.383481,7.482492,10.165564,10.893966
100507605,0,0,0,0
100507606,0,0,0,0
100507607,3.196705,1.373771,1.740102,1.766507
100507608,0,0,0,0
100507612,0,0,0.107586,0
100507616,0,0,0,0
100507617,8.903559,11.629949,11.587761,12.666843
100507629,0,0,0,0
100507632,0.029895,0.105592,2.782157,0.911337
100507633,0,0,0,0
100507634,0.762611,0.966369,1.25669,0.847341
100507639,0.55574,0.311491,0.218959,0.502791
100507642,1.850998,0,0.979808,1.481971
100507650,0,0,0,0
100507651,0,0,0,0
100507657,0.084329,0,0,0
100507661,0,0,0,0
100507670,0.455212,1.167501,1.344759,0.652121
100507674,0,0,0,0
100507679,0,0,0,0.021258
100507747,0.541627,0.934673,1.218934,1.802185
100508046,0,0.01046,0,0
100508120,3.536195,2.13899,2.732669,1.403265
100508631,0,0,0,0
100509370,0,0,0,0
100509620,0,0,0,0
100509857,0,0,0,0
100509894,0,0.106487,0,0.087557
100510707,0.557316,0.598918,0.161833,0.315748
100526656,0,0,0,0
100526664,0.064803,0,0.471165,0
100526693,1.127223,0.873192,3.39536,0.160399
100526694,5.952387,6.459921,4.406006,9.22742
100526737,2.557514,3.004766,3.862749,2.239739
100526739,1.090397,1.198318,1.124092,1.333999
100526740,3.933017,5.17451,4.621538,4.852167
100526760,1.954765,0,0,4.585756
100526761,1.925923,0.627675,0.410949,1.082418
100526767,0.197672,0.153713,0.852427,0.188936
100526771,0,0,0,0
100526772,0.854215,1.73597,0,0.246548
100526773,0,0,0,0
100526776,0,0,0,0
100526783,1.790821,3.797052,0.123612,2.848879
100526793,0,0.125459,0,0.078603
100526794,0.599208,0.362369,0,1.035089
100526820,0.683394,0.416665,0.579116,0.648006
100526825,0.087819,0.113512,0.544187,0
100526830,7.838182,10.538805,7.085903,8.560936
100526831,7.22486,8.888932,5.921043,7.367352
100526832,0.587859,0.835899,0.168537,0.050478
100526833,6.989624,9.733227,8.651852,5.680489
100526835,0.388221,0.141846,0.438995,0.274459
100526836,6.241242,0,0.098468,0.0565
100526837,0.177606,0.250135,1.280117,0.749049
100526839,0,0,0,0
100526842,94.243689,41.459752,48.712893,45.435744
100527943,0,1.144345,0.513934,0.652548
100527946,0.061952,0.121008,0,0.310917
100527947,0,0,0,0
100527948,0,0,0,0
100527949,0,0,0.124973,0.078366
100527950,0,0.208855,0.23168,0.500964
100527960,0.007809,0.033871,0.013771,0.122226
100527963,5.591352,5.286725,7.232077,3.764755
100527964,0.075847,0.226223,0.033257,0.043603
100527978,1.309677,1.129117,0.41226,1.653943
100528006,0,0,0,0
100528007,0,0,0.206814,0.944202
100528016,0,0.100148,0.093706,1.255689
100528017,0,0,0.047538,0.196176
100528018,1.708642,1.615975,4.292447,1.92281
100528019,4.709841,0.789104,0.763549,2.247425
100528020,0.003672,0.00441,0.0086,0.005982
100528021,0.370571,0.226716,0.160931,0.107587
100528022,3.685173,2.971367,2.087341,2.597005
100528030,1.604757,0.812777,1.654385,0.968417
100528031,4.103156,4.651258,4.376153,1.940275
100528032,0,0,0,0
100528061,0.409052,0.458897,0,0.674671
100528062,7.214191,7.452495,2.238709,5.10695
100528064,17.730479,13.862792,8.219811,11.641246
100529052,0,0,0,0
100529063,1.226486,4.054852,1.671741,0.221765
100529067,6.566465,7.85322,3.518368,2.339797
100529097,0.240383,3.725737,1.631042,1.260994
100529111,0,0,0,0
100529144,1.434832,4.322865,0,0.994551
100529145,7.789989,5.281408,2.078619,5.249589
100529207,0.016772,0.015689,0.198041,0
100529209,16.405502,25.141085,35.013313,27.498487
100529211,0.720508,0.541552,1.054021,0.795191
100529215,2.152226,1.201562,0.68153,1.641651
100529239,2.202961,4.609955,2.342255,1.189503
100529240,0.617773,0,0.099784,0
100529241,7.518262,0.548996,2.099011,2.906905
100529251,0.544254,0.393924,0.321819,0.286934
100529257,0.337691,0.501246,0.572093,0.294203
100529261,3.245714,2.325171,2.894637,1.783488
100529262,0.535774,0.418439,0,0.262453
100529264,1.072937,1.618482,0,4.660096
100529855,1.551674,2.516206,0.189565,0.785584
100532724,2.144596,1.593593,0.425332,1.104398
100532726,0.737636,3.182213,1.646311,0.2911
100532731,4.12661,5.287247,0.21489,0.397863
100532732,3.257992,1.882455,2.156001,3.052659
100532735,17.409266,8.659784,6.122019,7.252725
100532736,1.802308,1.815073,0.021924,1.316928
100532737,6.327117,2.460334,14.322357,8.665242
100532742,0.060114,0.210623,0.555727,0.447716
100532746,7.284486,7.021484,3.635267,8.9386
100532749,0,0,0,0
100533105,0.331014,0.064126,0,0
100533106,1.68267,2.027209,1.678476,1.990153
100533107,3.149457,2.851439,2.742958,4.956688
100533111,0.221208,0.63502,0.332121,0.064285
100533177,0,0,0,0
100533178,0,0,0,0
100533179,1.547019,0.128577,0.082849,7.381052
100533181,0,0,0,0
100533182,1.05767,0.780981,0.441386,0.559022
100533183,0,0,0.442654,0.065463
100533184,0,0,0,0
100533195,1.219863,1.2427,1.203588,0.877528
100533464,6.223465,2.949255,5.179895,5.283919
100533467,4.354442,5.447045,1.331655,3.492119
100533483,6.585377,0,0.237657,1.991352
100533496,0.170461,10.750403,9.943028,8.229528
100533619,0.061672,0,0.215524,0.292054
100533625,0,0,0,0
100533629,0.028085,0,0,0
100533630,0,0,0,0
100533632,0,0,0,0
100533635,0,0,0,0
100533637,0,0,0,0
100533638,0,0,0,0
100533640,0,0,0,0
100533641,0.074839,0,0,0.114488
100533659,0,0,0,0
100533663,0,0,0,0
100533664,0,0,0,0
100533665,0,0,0,0
100533668,0,0,0,0
100533673,0.267975,0.057562,0.083642,0.306685
100533678,0,0,0,0.015667
100533682,0,0,0,0
100533695,0,0,0,0
100533705,0,0,0,0
100533706,0,0,0,0
100533717,0,0,0.113263,0
100533718,0,0,0.016661,0
100533722,0.055499,0,0,0
100533723,0,0,0,0
100533727,0,0,0,0
100533736,0,0,0,0
100533787,0,0,0,0
100533789,0.009195,0.080383,0.090614,0.037059
100533790,0,0,0,0.116368
100533791,0,0,0,0
100533795,0,0,0,0
100533800,0.882028,1.047019,1.265989,1.115275
100533814,0.317487,1.010149,0.354411,0.232511
100533844,0,0,0,0
100533845,0,0,0,0
100533846,0,0,0,0
100533850,0,0,0,0
100533852,0,0,0,0
100533853,0,0,0,0
100533952,0.057353,0.476565,0,0
100533955,0.073328,0.655038,2.490171,0.349109
100533970,0.288062,0.487672,0.759319,1.499004
100533975,24.628443,27.702728,30.629663,32.734009
100533990,0,0,0,0
100533997,0,0,0,0
100534012,0.587625,2.030273,1.147601,0.643618
100534589,0.03624,0,0,0
100534592,1.143076,4.058467,0.879092,0.898598
100534593,0.845115,0.99679,0.240983,1.063004
100534595,1.894443,0.590084,9.941294,4.071312
100534599,3.061645,11.732092,4.213869,3.842717
100534611,0.002268,0.007776,0.001743,0.113712
100534612,0.226924,0.577832,0,0.800786
100551499,0,0,0,0
100616109,0,0,0,0
100616110,0,0,0,0
100616111,0,0,0,0
100616112,0.000452,0,0.484018,0.000019
100616113,0.016136,0.014589,0.003156,0.009195
100616114,3.740291,0.782866,0,0
100616115,0.819173,0.00035,0.579614,0.600697
100616116,0,0,0,0.663585
100616117,0.32191,1.664685,2.268796,0.769336
100616118,0,0,0,0
100616119,0,0,0,0
100616120,0,0,0,0
100616121,0,0,0,0
100616122,0.000313,0.000261,0.000543,0.000221
100616123,0,0,0,0
100616124,0.007429,0.00945,0.009173,0.005959
100616125,0.036585,0,0,0
100616126,0,0,0,0
100616127,0,0,0,0
100616128,0,0,0,0
100616129,0,0,0,0
100616130,0,0,0,0
100616131,0,0,0,0
100616132,0.833228,0.386314,0,0.492414
100616133,0,0,0,0
100616134,0,0,0,0.700024
100616135,0,0,0,0
100616136,0,0,0,0
100616137,0,0,0,0
100616138,0,0,0,0
100616139,0.002931,0.000924,0.000342,0.001204
100616140,0.374641,0.155492,0,0.335888
100616141,0,0,0,0
100616142,0.000233,0.000168,0.005593,0.000019
100616143,0.036727,0.01933,0.010464,0.015455
100616144,0,0,0,0
100616146,0,0,0,0
100616147,0,0,0,0
100616148,0,0,0,0
100616149,0,0.226378,0,0.337145
100616150,0.000523,0.000094,0.00027,0.000519
100616151,0,0,0,0
100616152,0,0,0,0
100616153,0,0,0,0
100616154,0,0,0,0
100616155,0,0,0,0
100616157,0,0,0,0
100616158,0,0,0,0
100616159,0,0,0,0
100616160,0,0,0,0
100616161,0,0,0,0
100616162,0,0,0,0
100616163,0,0,0,0.381916
100616164,0,0,0,0
100616165,0,0,0,0
100616166,0,0,0,0
100616167,0.912634,1.021676,0.777659,1.351882
100616168,0,0,0,0
100616169,0.227229,0,0,0
100616170,0,0,0,0
100616171,0,0,0,0
100616172,0,0,0,0
100616173,0,0,0,0
100616174,0,0,0,0
100616175,0,0,0,0
100616176,0,0,0,0
100616178,0,0,0,0
100616179,0,0,0,0
100616180,0,0,0,0
100616181,0.391353,0.070017,0,0.338002
100616182,0,0,0,0
100616183,0,0,0,0
100616184,0,0,0,0
100616185,0,0,0,0
100616186,0,0,0,0
100616187,0,0,0,0
100616188,0,0,0,0
100616189,0,0.426267,0,0.331727
100616190,0,0.028507,0,0
100616191,0,0,0,0
100616192,0,0,0,0
100616193,0.000235,0.000388,0.000014,0.00041
100616194,1.018652,0.820476,1.410947,0.975646
100616195,0,0,0,0
100616196,0,0,0,0
100616201,0,0,0,0
100616202,0,0,0,0
100616203,0,0,0,0.333362
100616204,0,0,0,0
100616205,0,0,0,0
100616206,0,0,0,0
100616207,0,0,0,0
100616208,0.328765,0,0,1.350627
100616210,0.001518,0.001917,0.002298,0.001308
100616211,1.889625,0.471715,0.587909,0.687104
100616212,0,0,0,0
100616213,0,0,0,0
100616214,0.402984,0,0,0.203047
100616215,0,0,0,0
100616216,0,0,0,0
100616218,0,0,0,0
100616219,0,0,0,0
100616220,0,0,0,0
100616221,0,0,0,0
100616222,0,0,0,0
100616223,0,0,0,0
100616224,0,0,0.806178,0.153739
100616225,0,0,0,0
100616226,0,0,0,0
100616227,0,0,0,0
100616228,0,0,0,0
100616229,0,0,0,0
100616230,0,0,0,0.637398
100616231,0.889401,0.527652,0,0.185229
100616232,0,0,0,0
100616234,0,0,0,0
100616235,0,0,0,0
100616236,0,0,0,0
100616237,0.362985,0,0,0.761436
100616238,0,0,0,0
100616239,0,0,0,0
100616240,0,0,0,0
100616241,0,0,0,0
100616242,0,0,0,0
100616243,0,0,0,0
100616244,0,0,0,0
100616245,0,0,0,0
100616246,0,0,0,0
100616247,0,0,0,0
100616248,0,0,0,0
100616249,0.101077,0,2.298007,0.36027
100616250,0.645878,0.557998,3.675738,1.604033
100616251,0,0,0,0
100616252,0,0,0,0
100616253,0,0,0,0
100616254,0,0,0,0
100616255,0,0,0,0
100616256,0.003877,0.018519,0.004151,0.004218
100616257,0,0,0,0
100616258,0,0,0,0
100616259,0,0,0,0.000262
100616260,0,0,0,0
100616261,0,0,0,0
100616262,4.777958,3.88787,0,2.752727
100616263,0,0,0,0.001183
100616264,0,0,0,0
100616265,0,0,0,0
100616266,0,0,0,0
100616267,0,0,0,0
100616268,0,0,0,0
100616269,3.286075,1.703475,0.516215,0.953419
100616270,0,0,0.000002,0.000004
100616271,0,0,0,0.139181
100616272,0,0,0,0
100616273,0,0,0,0
100616274,0,0,0,0
100616275,0,0,0,0
100616276,0,0,0,0
100616277,0,0.239885,0,0
100616278,0,0,0,0
100616279,0,0,0,0
100616280,0,0,0,0
100616281,0,0,0,0
100616282,0,0.418126,0,0
100616283,2.652229,0,0,0.176535
100616284,0,0.267068,0,0.971659
100616285,0,0,1.486906,0.2083
100616286,0,0,0,0
100616287,0,0,0,0
100616288,0,0,0,0
100616289,0,0,0,0
100616290,0,0,0,0
100616291,0,0,0,0
100616292,0.094789,0,0,0.818264
100616293,0,0,0,0
100616294,0,0,0,0
100616295,0,0,0,0
100616296,0,0,0,0
100616297,0,0,0,0
100616299,0,0,0,0
100616300,0,0,0,0
100616301,0,0,0,0
100616302,0,0,0,0
100616303,0,0,0,0
100616304,0,0,0,0
100616305,0,0,0,0
100616306,0,0.105785,0,0.07977
100616307,0,0,0,0
100616308,0,0,0.801518,0
100616309,0,0,0,0
100616310,0,0,0,0
100616311,0,0,0,0
100616312,0,0,0,0
100616313,0.256328,0,0,0.427654
100616314,8.663991,9.462194,5.639109,9.606496
100616315,0,0,0,0
100616316,0,0,0,0.981943
100616317,0,0.706925,0,1.640484
100616318,1.15655,5.622649,8.539287,4.576767
100616319,0,0,0,0
100616320,0,0,0,0
100616321,0,0,0,0
100616322,0,0,0,0
100616323,0,0,0,0.008227
100616324,0,0,0,0
100616325,0,0,0,0
100616326,0.357265,0,0,0
100616327,0,0,0,0
100616328,0,0,0,0
100616329,0.00276,0.004197,0.006133,0.002478
100616330,0,0,0,0
100616331,0,0,0,0
100616332,0,0,0,0
100616333,0,0,0,0
100616334,0,0,0,0
100616335,0,0,0,0
100616336,0,0,0,0
100616337,0,0,0,0
100616338,0,0,0,0
100616339,0,0,0,0
100616340,0,0,0,0
100616341,0.138431,0,0.397925,1.15624
100616342,0,0,0,0
100616343,0,0.257276,0,0
100616344,0,0,0,0
100616345,0.00624,0.070574,0.045424,0.048057
100616346,15.946865,8.899632,9.151862,3.269664
100616347,0,0,0,0
100616348,0,0,0,0
100616349,0,0,0,0
100616350,0,0,0,0
100616351,0,0,0,0
100616352,0,0,0,0
100616354,0,0,0,0
100616355,0,0,0,0
100616356,0,0,0,0
100616357,0,0,0,0
100616358,0.004782,0.004748,0.002911,0.003782
100616359,0.745093,1.644732,0,0.79339
100616360,0,0,0,0
100616361,0.002952,0.002938,0.003242,0.001715
100616362,0,0,0,0
100616363,0,0,0,0
100616364,0.000078,0.000265,0.000751,0.001324
100616365,0,0,0,0
100616366,0,0,0,0.468263
100616367,0.392844,0,1.092788,0.319431
100616368,0,0,0,0
100616369,0,0,0,0
100616370,0,0,0,0
100616371,0,1.747524,0,0
100616372,0,0,0,0
100616373,0,0,0,0
100616374,0,0,0,0
100616375,0,0,0,0
100616376,0,0,0,0
100616377,0,0,0,0
100616378,2.031896,1.774113,0.772552,1.826899
100616379,0,0,0,0
100616380,0,0,0,0
100616381,0,0,0,0
100616382,0,0,0,0
100616383,0,0,0,0
100616384,0,0,0,0
100616385,0,0,0,0
100616386,0,0,0,0
100616387,442.092367,141.841571,207.157874,316.764918
100616388,0,0,0.273616,0.351572
100616389,0,0,0,0
100616390,0,0,0,0
100616391,0,0,0,0
100616392,0,0,0,0
100616393,0.006872,0.002003,0.001644,0.001564
100616394,0.000411,0.004688,0.000621,0.000675
100616395,0,0,0,0
100616396,6.074566,1.326211,3.694465,4.087305
100616397,0,0,0,0
100616398,0.663186,0,0,0
100616399,0,0,0,0
100616400,0.005781,0.009472,0.002448,0.001192
100616401,0,0,0,0
100616402,0,0,0,0
100616403,2.244609,0.261075,2.681709,3.358049
100616404,0,0,0,0.284099
100616405,0,0,0,0
100616406,0,0,0,0
100616407,0,0,0,0
100616408,327.225328,163.701288,240.651756,317.328003
100616409,0,0,0,0
100616410,0,0,0,0
100616413,0,0,0,0
100616414,0.000259,0.000251,0.050665,0.000194
100616415,0,0,0,0
100616416,0,0,0,0
100616417,1.961091,0.496681,0,0.230665
100616418,0,0,0,0
100616419,0,0,0,0
100616420,0.221111,0,0,0.190969
100616421,0,0,0,0
100616422,0,0,0,0
100616423,0,0,0,0
100616424,0.003313,0.057636,0.022393,0.007238
100616425,0,0,0,0
100616426,0,0,0,0
100616428,0,0,0,0.05978
100616429,0.045167,0.20386,0,0
100616430,0,0,0,0
100616431,0,0,0,0
100616432,0,0,0,0
100616433,0,0,0,0
100616434,0,0,0,0
100616435,0,0,0,0
100616436,0,0,0,0
100616437,0,0,0,0
100616438,0.222797,0,0,0
100616439,0.260858,1.103191,0.00298,0.003519
100616440,0,0,0,0
100616441,0,0,0,0
100616447,0,0,0,0
100616449,0.214299,0.348845,0,0
100616450,0,0,0,0
100616451,0,0,0,0
100616452,1.667879,2.240069,0.89169,0.621061
100616453,0.002959,0.02986,0.018898,0.007541
100616454,0,0,0,0
100616455,0,0,0,0
100616456,0,0,0,0
100616457,0,0,0,0
100616459,1.438859,0,0,0
100616460,0,0,0,0
100616463,0,0,0,0
100616464,0,0,0,0
100616465,0,0,0,0
100616466,0,0,0,0
100616467,0.000641,0.002118,0.000342,0.000244
100616468,1.190104,0,0,0.840503
100616469,0,0,0,0
100616470,0,0,0,0
100616471,0,0,0,0
100616472,0,0,0,0
100616473,0,0,0,0
100616474,0,0,0,0
100616475,0,0,0,0
100616476,0,0,0,0
100616477,0.733605,1.198043,0.363735,0.837133
100616478,0,0,0,0
100616479,0.170202,0,0,0.961632
100616480,0.192151,0.422499,0.785821,0.282893
100616481,3.129482,0,0,0
100616482,1.044341,0,0,0.661665
100616483,0.004397,0.00378,0.01026,0.006245
100616484,0,0,0,0
100616485,0,0,0,0
100616486,0,0.049887,0,0
100616487,3.330166,5.906756,6.496308,4.846054
100616488,0,0,0,0
100616490,0,0,0,0
100616491,0,0,0,0
100616492,0,0,0,0
100616493,0.186585,0,0,0.011849
100616494,0,0,0,0
100616495,0,0,0,0
100616498,0,0,0,0
100616499,0.167512,0,0,0.671218
100616500,0.007035,0.024857,0.015021,0.022345
100616530,0,0,0,0.305972
100616668,1.498271,1.48138,1.288696,1.150614
100628307,0,0,0,0
100628315,14.029224,3.064419,3.555303,7.56231
100628560,0,0,0,0
100629121,0,0,0,0
100630918,1.565954,0.886726,1.262835,2.395428
100630919,0,0,0,0
100630920,0,0,0,0
100630923,6.454592,6.24323,4.059398,7.00312
100631239,0.020944,0,0,0
100631253,0,0,0,0
100631254,1.283615,0.936867,0,1.292366
100631255,0,0,0,0
100631265,0,0,0,0
100631266,0,0,0,0
100631268,0,0,0,0
100631269,0,0,0,0
100631378,0,0,0,0
100631380,0,0,0,0
100631381,0,0,0,0
100631382,0.127762,0,0,0.038933
100631383,1.152012,0,0,2.969857
100642175,0.032948,0.046902,0.518518,0.236488
100642176,0.406979,0,0.311902,0.062033
100652730,0,0,0,0
100652736,0.776504,0.843168,1.809178,1.095411
100652739,1.231767,1.002151,0.41189,0.537257
100652740,0.272553,0.567666,0,0.355394
100652748,9.480306,7.029793,9.103737,8.083083
100652749,0,0,0,0
100652758,4.175706,2.881991,5.174352,2.922667
100652759,0,0.017455,0,0.001697
100652768,1.74913,2.923654,1.444307,2.384449
100652770,0,0,0,0
100652772,9.367602,4.061545,5.51503,7.215035
100652777,0,0.121602,0,0
100652781,0.768552,0.228578,0.552488,0.452431
100652791,0,0,0,0.223782
100652794,0,0,0,0
100652796,0,0,0,0
100652801,0,0,0,0
100652813,0.024484,0,0,0.001088
100652824,0.163084,0,0,0.026931
100652831,0,0,0,0.294483
100652833,0,0,0.004743,0
100652840,0.588001,0.465268,1.631987,0.641283
100652846,0.041555,0,0.177652,0.194688
100652853,0.997933,1.71146,2.57045,1.373819
100652856,0,0,0,0
100652857,0,0,0,0
100652865,0,0.312794,0,0.242451
100652871,0,0,0,0
100652883,0,0,0,0
100652897,0,0,0,0
100652899,0,0,0,0
100652908,0,0,0,0
100652909,0,0,0,0
100652911,0,0,0,0.03826
100652929,0,0,0,0
100652931,0,0,0,0
100652955,0,0,0,0
100652976,0,0,0,0
100652988,4.713352,1.62535,2.604117,2.300771
100652997,0.0994,0,0,0
100652999,0.045966,0.035058,0.035354,0.024726
100653233,0,0.148549,0,0
100653395,8.380557,3.064791,4.866434,4.327907
100653396,0,0,0,0
100653423,0,0,0,0
100653515,0.875615,0.207775,0.488656,0.880834
100689073,0,0.141063,0,0.193789
100689074,0,0,0,0
100689229,0,0,0,0
100689296,0,0,0,0
100750225,0.036732,0,0,0
100750246,1.948212,1.637033,3.449816,0.897173
100750247,0.069641,0.050635,0.007287,0.158725
100750325,0,0.304217,0,0.516814
100750326,0.160184,0,0,0
100775104,0.176505,0.262744,0.088115,0.049787
100775107,0,0.109084,0,0
100820709,0.132473,0,0,0
100820732,0,0,0,0
100820733,0,0,0,0
100820734,0,0,0,0
100820829,0,0,1.472669,0.314782
100846978,0.624325,0.22009,0.29268,0.170041
100846991,0,0,0,0
100846992,0,0,0,0
100846993,0,0,0,0
100846994,0,0,0,0
100846995,0,0,0,0
100846996,0,0,0,0
100846997,0,0,0,0
100846998,0,0,0,0
100846999,0,0.000028,0,0.000034
100847000,0,0,0,0
100847001,0,0,0,0
100847002,0,0,0,0
100847003,0,0,0,0.235896
100847004,0,0.507892,1.353108,0
100847005,0,0,0,0
100847006,0,0,0,0
100847007,0,0,0,0
100847008,0,0,0,0
100847009,0,0,0,0.389294
100847010,1.860612,1.355382,0,3.261746
100847012,0.000159,0.000199,0.000296,0.14824
100847013,0,0,0,0
100847014,0,0,0,0
100847015,0,0,0,0
100847016,0,0,0,0
100847017,0.758651,0,2.207376,0.640998
100847018,0,0,0,0
100847019,0,0,0,0
100847020,0.251628,0,0,0
100847021,0,0,0,0
100847022,0,0,0,0
100847023,0.746035,0,0,0
100847024,0,0,0,0
100847025,0,0,0,0
100847026,0.000042,0.708259,0.000275,0.289111
100847027,0,0,0,0
100847028,0,0.495668,0.453549,0.762151
100847029,0.20761,0,0,0
100847030,0,0,0,1.010442
100847031,0,0,0,0
100847032,0,0,0,0
100847033,0,0,0,0
100847034,0,0,0,0
100847035,4.928639,0,0,1.007532
100847036,0,0,0,0
100847037,0.154875,0.128715,0.010438,0.051066
100847038,0,0,0,0
100847039,0.557612,1.464189,0.311237,0
100847040,0,0,0,0
100847041,0,0,0,0
100847042,0.214762,0.11654,0,1.062781
100847043,0,0,0,0
100847044,0,0,0,0
100847045,0,0.347291,0,0
100847046,0.000549,0.000711,0.000121,0.00043
100847047,0,0,0,0
100847048,0,0,0,0
100847049,0.104519,0,0,0.261703
100847050,0,0,0,0.126391
100847051,0,0,0,0.163258
100847052,0.010899,0.001182,0,0
100847053,0,0,0,0
100847054,0,0,0,0
100847055,0,0,0,0.08102
100847056,0,0,0,0
100847057,0,0,0,0
100847058,0,0,0,0
100847059,0,0,0,0
100847060,0,0,0,0
100847061,0,0,0,0
100847062,0,0,0,0
100847063,0,0,0,0
100847064,0,0,0,0
100847065,0,0,0,0
100847066,0,0,0,0
100847067,0,0,0,0
100847068,0,0,0,0
100847069,0,0,0,0
100847070,0.000877,0.001077,0,0
100847071,0,0,0,0
100847072,0,0,0,0
100847073,0.000011,0.373983,0.000182,0.00005
100847074,0,0.115697,0,0.320996
100847075,0,0,0,0
100847076,0,0,0,0
100847077,0,0,0,0
100847078,0,0,0,0.276749
100847079,0.670933,0.605863,0.000284,1.823385
100847080,0,0,0,0
100847081,0.000002,0,0.000007,0.112866
100847082,0,0,0,0
100847083,0,0,0,0
100847084,0,0,0,0
100847085,0,0,0,0
100847086,0,0,0,0.496522
100847087,0,0.425845,0,0
100847088,0,0,0,0
100847089,0,0,0,0
100847090,0.054066,0.341651,0.009838,1.528011
100847091,0,0,0,0
100847092,0,0,0,0
100847093,0,0,0,0
100852406,0,0.018011,0,0
100852407,0,0,0,0
100852408,0,0,0.191699,0
100852409,0,0,0,0
100852410,1.330247,1.037245,0,0.797815
100856791,0,0,0,0
100856811,0,0,0,0
100856877,0,0,0,0
100856878,0.06371,0.035101,0,0.009727
100859919,0,0,0,0
100859920,0,0,0,0
100859921,0.027453,0.073978,0.815116,0.336637
100859924,0,0,0,0
100859926,0,0,0,0
100859930,28.291664,34.170979,16.871134,18.659441
100861402,0,0.002697,0.007218,0.000008
100861412,4.580293,1.376375,1.409546,2.341915
100861430,7.964921,6.867172,8.095963,5.752203
100861431,0,0,0,0
100861435,0,0,0,0
100861443,0,0,0,0
100861445,0,0,0,0
100861449,0,0,0,0
100861455,0,0,0,0
100861458,0,0,0,0
100861468,0,0,0,0
100861504,0,0,0,0
100861506,0,0,0,0
100861507,0,0,0,0
100861510,0,0,0,0
100861513,0,0,0,0
100861514,0,0,0,0
100861516,0,0,0,0
100861517,0,0,0,0
100861518,0.001948,0.012734,0,0
100861519,1.857631,1.238815,1.055266,0.633708
100861520,0,0,0,0
100861522,0,0,0,0
100861523,0,0,0,0
100861530,0.154693,0.018089,0.029523,0.123176
100861540,0,0.10154,0.023868,0
100861541,0.987399,0.957372,1.510019,0.938803
100861542,0,0,0,0
100861544,0,0,0,0
100861545,0,0,0,0
100861546,0,0,0,0
100861547,0,0,0,0
100861548,6.544586,12.335559,11.184793,10.457468
100861549,0.376518,0.248183,0.243714,0.228861
