,CAF-62T-IgA_TPM,CAF-97T-IgA_TPM,CAF_73T_IgA_TPM,CAF_98T_IgA_TPM
1,2.659753,4.322943,4.556946,2.905716
2,2.040339,17.131506,19.442724,21.98918
3,0,0,0,0
9,13.623715,9.645475,8.899753,12.845596
10,0.326563,0,0.074954,0
12,2.972788,1.943066,5.645094,8.371826
13,2.530327,5.538316,19.404187,4.756766
14,67.558203,134.127564,95.019632,93.503644
15,0,0,0.025294,0
16,50.281213,112.814346,101.782946,102.566769
18,2.337655,4.735176,7.251977,5.791024
19,33.355347,23.476863,45.123965,29.200241
20,6.766753,26.844576,20.756072,20.871737
21,0.438669,3.743788,3.504258,2.42519
22,10.526072,8.555936,7.053922,10.626791
23,32.370724,59.864639,61.783718,56.366186
24,0.064504,0.31882,0.329098,0.382878
25,36.246285,88.295676,70.423539,55.560408
26,0,0,0,0
27,13.665763,16.386805,28.644011,27.01369
28,0,0,0,0
29,22.854137,44.808966,47.626215,43.903667
30,40.74349,63.23695,68.662424,56.470535
31,10.69613,16.071728,33.025455,38.182882
32,3.624814,2.143072,2.148095,2.161309
33,0,0,0,0
34,38.597583,23.203145,21.284482,29.585498
35,3.638606,11.080577,9.603597,6.563728
36,12.446959,8.687632,6.133187,7.934303
37,67.968884,216.579933,148.710343,155.488392
38,133.98863,82.530672,76.792808,104.726233
39,89.164725,67.688889,284.958761,324.737087
40,0,0.052056,0.017208,0.023719
41,3.756459,5.376181,1.530053,3.128265
43,0.280109,0.232125,1.751488,0.253603
47,51.159345,166.572855,490.946158,355.456166
48,32.776411,36.227972,49.668972,72.994667
49,0,0,0,0
50,42.292311,86.257499,66.163926,75.34692
51,10.497859,12.082739,14.203152,12.413834
52,112.203472,79.66247,103.535734,102.916705
53,21.330767,52.747135,43.57224,33.53988
54,14.166217,12.236529,5.225223,4.869616
55,0,0,0.071298,0.071976
56,0.076373,0,0,0.111147
58,0,0.236621,0,0
59,291.184152,2096.405904,327.1081,741.649469
60,1007.058716,5788.772461,2548.769287,2410.069824
62,0.083429,0.091715,0.052426,0.077542
64,0,0.002721,0.178866,0.003411
67,0.006139,0.034077,0.486946,0.069687
68,0,0.000857,0,0
69,0,0.005345,0,0.016927
70,0,0.218319,0.553124,0
71,798.819829,2924.148663,1606.828284,1577.421632
72,1.19603,14.535753,1.252426,7.031071
73,0.163879,0.281166,0.006545,0.108149
75,1.03499,0.229647,0.223971,0.429498
81,95.916413,475.153849,273.251289,303.63073
82,0,0,0,0
83,0,0,0,0.001919
86,38.914127,40.55027,37.710133,53.478307
87,111.32606,434.222374,430.526434,437.484866
88,1.865849,1.015692,0.567817,0.728777
89,0,0.104202,0,0.041352
90,36.407078,47.30994,59.281413,50.691745
91,8.8154,15.865633,14.119732,16.930042
92,11.537079,5.602608,4.502502,4.370702
93,1.032412,0.797595,0.782984,1.433473
94,9.836581,12.903638,9.637426,10.774447
95,18.360502,32.864149,27.21977,25.476501
97,10.089167,10.165848,12.316579,12.496714
98,46.801708,31.872379,38.197849,42.51726
100,18.493847,8.864335,7.206035,16.271956
101,0.697205,0.422405,0.139876,0.383549
102,69.076474,32.96156,42.407424,73.839288
103,75.49141,111.659322,136.060768,101.363637
104,7.904765,23.947891,15.112685,21.539421
105,0,0,0.02657,0
107,0.120043,0.032036,0.223632,0.172356
108,0,0.036937,0.167413,0
109,10.184849,22.839241,19.004426,13.265613
111,0.047107,0.114002,0.348752,0.268897
112,14.537116,41.345361,27.047361,25.227892
113,1.222432,4.192707,7.992832,12.875833
114,0.054286,0,0,0
115,11.980687,43.944829,32.828698,20.452228
116,0,0,0,0.07204
117,0,0,0,0.009498
118,73.359239,200.574351,164.298038,154.002075
119,0,0,0,0.017221
120,224.414989,151.245032,128.046387,168.434105
123,163.611494,527.146649,151.55668,124.486228
124,21.243759,5.585346,0,1.655391
125,287.43449,49.500715,0.392154,14.143877
126,10.843891,2.745737,0.453051,1.140478
127,0.034363,0,0,0
128,347.152893,203.488617,208.493591,254.32251
130,0.060043,0.100212,0.135963,0.580948
131,0,0,0,0
132,52.403901,49.874967,48.955928,44.914158
133,242.927872,99.71196,92.795853,70.078812
134,1.810197,3.361708,1.853682,2.164033
135,0.112272,6.151821,7.780459,0.899668
136,3.391952,1.32496,2.009601,9.747726
137,0.298858,0,0.634864,0.02524
140,0,0.215219,0,0
141,5.246669,11.672928,7.640604,6.534882
142,15.538177,41.19088,26.981333,38.015434
143,41.53764,37.848357,43.176604,59.897516
144,0,0,0,0.001926
145,0.107075,0.073417,0,0
146,0.071131,0.205246,0,0
147,3.854094,7.177152,14.381311,23.331915
148,0.006205,0,0,0
150,0.996641,5.222524,1.503263,1.069635
151,0,0.039089,0,0.034539
152,0.208376,1.173443,0.01447,0.488424
153,0,0,0,0
154,0.315873,0.903867,1.141262,1.086539
155,0,0,0,0
156,12.311949,46.697633,31.7894,32.186434
157,4.385892,3.098682,2.668902,1.973372
158,28.640119,35.123185,30.351679,40.633694
159,85.703508,67.406659,88.777068,110.184548
160,42.292546,168.999004,122.525658,111.173837
161,15.505432,43.011642,37.307948,30.005531
162,10.644572,57.615778,46.061192,35.043355
163,73.61754,112.341955,112.515811,122.263411
164,36.277542,42.358615,44.557602,41.991133
165,102.205351,171.149258,210.517572,110.109926
166,307.892653,406.070904,414.039239,354.517239
167,0,0,0,0
172,7.346768,8.170516,5.552531,8.580396
173,0,0,0,0.031962
174,0,0,0,0
175,31.064951,16.805434,18.067382,32.739953
176,0.579776,30.994342,6.35625,0.969956
177,2.026517,1.011694,1.396186,2.185799
178,15.176094,10.337063,10.58108,16.819026
181,0,0,0,0
182,41.22715,91.527336,40.345886,52.796734
183,3.831947,18.350172,1.417499,1.480141
185,2.78988,3.442142,4.252493,0.945879
186,0,0,0,0
187,0.029348,0.054146,0.018494,0.049389
189,0,0,0,0
190,0,0,0,0.03172
191,47.786161,92.390282,86.426666,96.501397
196,59.274517,68.540321,69.410866,59.903053
197,0,0,0,0
199,0,0,0,0.15377
202,1.353422,0.80134,0.154673,0.964928
203,51.884826,103.430189,51.883016,50.732658
204,48.112445,48.397739,48.267495,53.221681
205,25.828043,23.773136,14.320039,13.547189
206,7.255375,6.760545,3.908483,2.050706
207,60.352132,152.090307,136.230802,134.51661
208,29.69668,58.699392,52.292525,51.525895
210,39.562642,46.680067,39.883126,51.192917
211,20.793428,53.685219,56.248585,50.206062
212,0,0,0,0
213,0,0.354384,0.231087,0
214,127.408666,138.617279,106.774673,72.903358
215,6.196204,19.755753,22.392806,14.221065
216,19.160418,0.388244,347.829895,14.467699
217,7.61333,8.159618,10.771259,11.583351
218,0,0,0,0.268022
219,7.723027,43.376956,17.04966,20.251633
220,0.043308,0.553361,13.759481,43.081556
221,37.621731,45.801076,32.996794,32.605003
222,0,0,0,0
223,51.567185,60.496094,66.598258,72.04952
224,27.996025,15.537691,12.831296,18.290415
225,0.018952,0.038459,0.008907,0.097941
226,466.246517,1478.331601,1793.368444,1151.695327
228,0,0,0.013289,0
229,0.248311,0.033313,0.179927,0
230,35.178123,52.433972,53.200638,42.512485
231,132.365702,776.536682,1176.638874,311.255993
236,0,0,0,0
238,0.241287,0.075598,0.10808,0
239,0,0.048372,0,0
240,0,0,0,0.014087
241,0.193511,0,0,0
242,0,0,0,0
243,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0.62899,20.314432,11.747163,4.387441
250,0,0,0,0.034765
251,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0.063881,0,0
262,47.561764,71.330079,47.062149,62.662481
263,0,0,0,0
265,0,0,0,0
266,0,0,0,0
267,54.217356,71.224631,80.531136,55.031633
268,1.030013,0.525732,0.336657,0.948
269,0,0.040289,0,0
270,0,0,0,0
271,16.290249,50.669806,40.33793,32.374409
272,6.293164,7.804875,22.688043,18.021578
273,4.019418,4.051375,0.680545,3.788007
274,22.390162,45.793079,20.51081,27.486891
275,10.390377,4.690523,2.475346,5.216222
276,0.249464,0.111629,0.085747,0.163042
277,0.070378,0.079627,0.027878,0.017283
278,0.249142,0.115808,0.090466,0.16301
279,0.480879,0,0,0
280,6.608552,2.919089,1.764714,4.013486
281,0,0,0,0
283,16.217319,11.318961,6.363291,8.211319
284,28.424544,7.885969,13.016903,9.034984
285,0.791045,0.24787,0.063182,0.045718
286,0.009796,0.238069,0.278314,0.657077
287,9.404852,0.515295,10.439712,5.779133
288,69.719452,65.42396,16.405583,38.934293
290,14.569883,43.270015,25.84108,18.125449
291,5.883894,20.533571,8.604269,11.488806
292,147.51651,235.222504,220.186218,326.052765
293,187.799149,268.47641,210.070236,221.385651
301,1442.281901,1291.644848,1547.625484,1393.040589
302,1568.930492,1791.889365,1796.160931,2303.17085
303,0.045766,0.055273,0,0.11411
304,3.152899,3.822189,2.556306,2.995645
305,0.088347,0.039318,0.024342,0.128498
306,29.582643,2.459801,7.292799,14.848892
307,156.0139,74.206182,59.378457,91.599735
308,1781.652117,1533.931346,1945.060142,2382.233112
309,264.082721,424.924019,339.199645,327.532639
310,132.874215,124.789109,158.284492,171.84098
311,47.015515,113.220361,76.080946,72.460484
312,0.046803,0,0,0
313,0,0,0,0
314,0.956089,1.28048,1.680932,1.37861
316,72.540302,29.830785,22.073921,26.566335
317,6.753063,6.829869,5.738445,8.936515
318,71.751275,40.445135,30.473475,52.693134
319,0,0,0,0
320,2.655449,4.273006,4.522716,2.395604
321,12.262195,16.759416,14.810425,10.553975
322,29.882432,62.798265,51.012478,44.433036
323,17.66494,20.823885,44.776467,44.785808
324,22.229994,14.343291,18.650892,22.895489
325,0,0,0,0
326,0.038897,0.545828,0,0.123807
327,23.085515,70.889646,59.950017,57.052212
328,213.435094,174.166572,161.943271,225.418271
329,69.508015,42.173039,67.781216,59.53159
330,4.00446,0.693879,11.71197,2.137185
331,22.32594,11.380672,18.236035,17.394901
332,4.362289,33.239095,13.13421,31.083661
333,2.039557,13.385449,11.382679,7.763071
334,284.251037,369.108995,507.235584,333.941658
335,0,0.455921,5.690749,1.078572
336,0,0,0,0
337,0,0,0,0
338,0.010467,0.01139,0,0
339,0,0,0,0
341,2.577342,2.975759,1.675,4.824825
342,0,0,0,0
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,3.090652,0,0.792787,1.787001
348,28.660195,37.667171,3.230548,15.958765
350,0,0,0,0
351,284.251854,444.135205,734.685142,615.274398
353,70.269583,166.743477,116.66675,160.062424
354,0,0,0,0
355,57.022878,34.874673,28.271519,44.372561
356,0,0,0,0
357,0.148781,1.18075,0.125225,0.671535
358,1.286065,10.306097,1.325592,7.448671
359,0,0,0,0
360,2.768655,15.601558,2.05071,2.263813
361,0,0,0,0
362,0.259809,0.434628,0,0
363,0,0,0.059303,0
364,0.023088,0,0,0
366,0,0,0,0
367,2.777416,3.131006,4.313927,2.544535
368,0.319099,0.67839,0.105779,0.076416
369,34.775843,73.071535,63.450385,53.918664
372,131.029422,177.676684,159.408209,166.661003
373,21.69583,13.281525,15.502159,16.649481
374,0.20961,0.66818,2.835549,0.366422
375,228.094328,555.704427,533.052149,494.714047
377,61.806523,94.511788,116.078291,101.431131
378,509.15097,541.723206,559.563538,635.848999
379,21.081989,47.24409,12.377246,15.405453
380,0,0.007433,0,0
381,136.267349,230.192032,154.787491,166.825607
382,34.499512,58.114574,78.618111,66.444115
383,0,0,0,0
384,2.728302,7.547967,4.342449,2.881286
387,845.245325,1028.31185,894.171766,1116.450761
388,97.015038,171.512131,93.088158,80.589859
389,354.703148,753.326577,628.7705,686.423096
390,955.344849,480.418701,1182.078003,433.865067
391,39.387413,85.098587,88.311055,68.650321
392,62.925908,136.21189,96.233672,95.753322
393,0.561032,1.465801,0.590919,0.415436
394,50.604582,25.131102,29.711342,33.621608
395,2.827379,4.460939,2.073252,1.616863
396,117.066049,380.615963,376.50588,318.237486
397,126.421966,258.385533,198.578375,185.262414
398,0,0.149454,0.255283,0.981697
399,0,0,0,0
400,108.631643,71.830498,67.551125,83.639587
401,0,0,0,0
402,136.018515,189.219934,129.046972,149.316649
403,15.530261,20.179231,15.902409,19.485855
405,35.502412,35.721222,31.041554,38.993753
406,9.308841,34.338991,22.164077,15.88511
407,0,0,0,0
408,6.961783,10.268335,9.447216,7.163492
409,3.896506,10.324257,3.407876,3.965513
410,18.104193,45.173525,37.064493,26.746757
411,16.413911,36.924129,47.49633,36.852562
412,18.346632,20.646052,14.822938,12.993382
414,4.553752,8.423424,7.421341,7.035805
415,2.342275,0.453405,1.901869,1.076804
416,0,0.036868,0,0
417,0,0,0,0
419,0.083144,0,0.111218,0
420,2.169556,4.736515,4.515315,9.261379
421,4.197506,6.474885,4.831086,7.351806
427,445.546338,147.984639,212.773564,205.082535
429,0,0,0,0
430,0,0,0,0
432,0.396708,1.343524,0.886958,0.604792
433,0,0,0,0
434,0,0,0,0
435,26.07731,28.829392,21.101394,23.541336
436,1.145885,1.542054,1.145114,1.404747
438,0.091976,0,0,0.148334
439,94.838715,147.843277,149.451996,145.515773
440,44.017333,40.126734,55.90312,75.684307
443,2.124537,1.259016,0.436383,0.559823
444,183.271222,212.272443,274.721288,194.636046
445,34.625116,20.594651,28.95702,23.571663
447,0.128543,0.353794,0.185203,0.239119
449,0,0,0,0
450,0.09017,0.064719,0,0
451,0,0,0,0
453,0,0,0,0
454,0,0,0,0
455,0,0,0,0
459,0,0,0,0
460,0.010314,0,0.027414,0.079436
462,0,0.144905,0.466487,0
463,6.242031,12.300674,9.887001,10.361859
466,31.458143,20.180443,18.102311,18.135251
467,8.729159,34.972673,17.462159,10.500657
468,596.041582,499.488853,754.94299,690.029244
469,0.185846,0.223367,0.00907,0.059643
471,82.851902,72.441805,66.88904,86.153286
472,27.831093,13.158893,18.643186,29.765599
473,24.567325,64.488298,40.633976,56.093868
474,0,0,0,0
475,209.57756,215.400055,265.339233,225.479782
476,100.793825,248.615657,237.136853,203.933798
477,1.244102,0.084225,0.118111,0.043952
478,0.173551,0.303158,0.258295,0.240461
479,0,0,0,0
480,0,0,0,0
481,33.904358,111.100563,39.023277,27.115704
482,0.136605,2.896291,0,0.118693
483,204.16925,305.003265,335.226044,245.991562
484,0.046684,0.006756,0.048016,0
485,0.029724,0.069574,0,0.015677
486,0,0,0,0
487,0.339752,0.624526,0.420541,0.483333
488,32.992192,102.951677,74.292687,66.511183
489,0.100792,0.387447,0.462445,0.729234
490,57.772019,20.855163,80.884106,75.584198
491,0.024287,0,0,0.006946
492,0,0.041457,0,0.006449
493,95.633572,276.935448,79.566188,122.742821
495,0,0,0,0
496,0,0,0,0
498,307.079873,389.035336,335.422703,430.976884
501,30.579995,26.285553,15.917534,27.54344
504,0,0,0,0
506,384.017853,695.211731,598.500061,622.920593
507,0,0,0,0
509,248.152114,268.209007,240.439176,307.056915
513,56.596262,115.09409,104.491722,85.493721
514,98.388878,78.975853,75.224548,86.956802
515,101.082825,103.864853,92.084641,124.264679
516,86.522172,113.134362,117.482694,116.911588
517,415.815014,417.638663,323.420491,424.405396
518,58.436745,85.871186,74.394181,80.145083
520,0,0,0,0.045852
521,320.004837,271.165612,242.080779,230.010875
522,120.294787,134.771104,113.892205,135.220253
523,88.089172,60.062889,103.467857,74.173409
525,1.620151,1.787043,0.717873,1.098332
526,113.685185,123.491175,158.455705,137.513945
527,103.211564,306.907312,366.974603,225.663695
528,58.060909,28.853987,44.042034,38.128151
529,362.836,357.512237,443.293365,397.032396
533,76.740057,174.698406,204.426918,152.122487
534,23.666603,5.158447,6.151259,1.952139
535,12.674403,36.609381,39.275164,29.787409
537,41.160645,153.497597,197.927659,126.714065
538,10.899255,7.734608,9.952959,9.99112
539,260.612457,313.126984,212.556122,255.83139
540,0.872294,4.877928,1.217163,2.530776
541,0.041143,0.014961,0,0
543,0,0,0,0
544,0,0,0,0
545,11.913095,9.817235,11.630407,15.671526
546,50.611409,17.539782,29.4531,44.272942
547,0.012598,0.128321,0.310519,0.183045
549,21.560861,16.370814,12.519654,13.093622
550,82.982609,120.409101,135.508703,116.8445
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
558,88.116688,370.529514,145.557327,159.780218
563,0.120505,0,0,0
566,0,0.301022,0,0
567,11869.42178,5262.656318,7385.823965,4850.90194
570,0,0.126073,0.145122,0.039358
571,76.043232,41.436407,43.357049,66.951715
572,79.687168,151.208541,119.93581,95.205509
573,30.010597,30.53209,32.606121,29.317192
575,0.044242,0.054879,0.153105,0.020013
576,2.82002,7.412926,5.790756,4.598344
577,0,0,0,0
578,7.73237,25.032793,24.359325,21.914684
579,0.429825,0.106709,0.755628,0.20212
580,2.090173,2.30558,2.022097,4.175119
581,113.695633,266.366203,200.158446,254.936674
582,12.384126,18.682098,14.719974,14.362886
583,47.803409,39.096965,38.024162,32.590888
585,26.27614,19.846309,18.733926,23.571117
586,92.413955,34.79452,37.781684,62.433105
587,14.380628,34.330861,25.536742,25.403146
590,2.598918,0,10.048466,3.229813
593,13.512167,31.365868,17.735768,21.14482
594,11.847707,12.399917,6.563329,10.219674
595,289.671417,259.620056,1234.804321,711.181519
596,1.656819,0.063916,0.29485,0.386553
597,2.999995,0.510329,12.72052,0.682557
598,91.064185,126.820658,132.181786,125.107582
599,34.629431,43.952021,63.294776,67.327864
600,0.842925,0.999151,1.805131,1.083472
601,0,0.019086,0,0
602,14.322716,30.650202,23.816237,25.215228
604,25.350943,48.927764,33.003983,29.104723
605,5.061757,5.664428,4.925747,3.43043
606,0,0,6.346317,0.660787
607,2.530071,7.372906,4.339791,4.687175
608,0,0,0,0
610,1.311549,3.096626,2.423165,1.658381
611,0,0,0,0
613,4.80194,14.573402,14.033148,12.454742
617,12.39643,20.508325,15.397149,20.9268
618,60.753845,33.305988,11.953938,13.277736
619,32.820274,19.719328,7.158753,6.039537
622,1.717076,2.635635,2.358104,2.821488
623,49.600784,72.860733,34.852695,23.580595
624,6.650559,6.402975,5.870561,2.562403
627,12.934782,24.849602,39.246804,26.140204
629,128.850006,40.566551,102.157135,152.668396
631,8.686642,12.017807,5.612538,7.741105
632,0.079311,0,0,0.072045
633,137.042301,919.961838,629.289137,484.265608
634,0.160447,0,0.299944,0.049963
635,0,0.414232,0.468908,0
636,4.795022,6.904304,6.485336,7.468902
637,18.695073,13.180121,29.155765,31.093716
638,0,0,0,0
639,1.299507,1.129941,1.126264,0.684234
640,0.027483,0,0,0
641,0.954579,1.328529,1.105922,3.745704
642,28.670788,32.88979,30.443775,43.87513
643,0,0.056532,0.004943,0
644,103.647466,70.795258,67.897151,72.605983
645,93.292061,142.89801,103.619942,113.238739
646,1.348613,0.202047,5.116544,1.500153
648,55.557777,22.85631,30.074282,30.802963
649,40.111396,90.700233,98.336854,112.835625
650,4.622958,0.243624,41.940372,10.263729
651,0.218057,0.05737,0.03822,0.010486
652,22.9085,9.80014,11.900269,32.09578
653,0,0,0,0
654,0.327017,0.303401,1.322917,0.55169
655,0,0,0,0
656,0.015758,0.03609,0,0.096786
657,24.899702,19.020027,17.455752,20.157877
658,0.042598,0.217399,0.278583,0.388876
659,20.416042,20.087777,21.223087,26.323399
660,0,0,0,0
661,10.853091,17.767113,18.406043,23.711
662,13.6683,17.83739,13.511865,15.811266
663,45.717349,28.53152,35.910312,38.324007
664,113.492722,140.105515,75.735474,89.62262
665,227.682828,126.426918,126.834111,159.053723
666,24.669795,51.841193,48.285949,47.872752
667,105.712064,45.525762,90.361102,92.904215
668,0.312243,0.813945,0.590265,0.382449
669,66.195035,78.729062,66.060485,68.757275
670,10.285284,7.707435,7.002545,12.249517
671,0,0,0,0
672,4.311795,3.133592,4.173295,9.682863
673,8.675551,7.219706,8.481559,9.455962
675,2.708977,2.001495,2.200643,4.450462
676,0,0,0,0
677,224.837055,210.180149,142.110303,98.960817
678,39.1964,34.377468,21.307322,22.974964
680,0,0,0,0
682,289.373474,887.741663,688.468128,609.449985
683,135.831366,180.993908,106.846515,125.954871
684,765.963135,385.674438,627.480896,411.298431
685,0.326689,0,0.222258,0.488443
686,14.542601,11.066482,10.910928,14.14308
687,12.810852,39.875637,19.906578,18.552988
688,2.384544,2.495758,5.938243,4.458325
689,678.049561,591.383514,485.873802,635.599884
690,0,0,0,0
693,0,0,0,0
694,47.158184,50.380787,47.381622,37.785751
695,0.06968,0.085387,0.128212,0
696,0,0,0.050975,0
699,4.017527,16.578945,7.479893,26.464525
701,3.802867,11.655018,5.788212,21.825121
705,7.584104,17.846472,24.603325,19.977179
706,193.252299,284.844756,251.390321,309.176086
708,74.341019,102.447601,113.174164,115.771301
710,306.511994,337.862351,176.563622,235.627274
711,0,0,0,0
712,0,0,0,0.877059
713,0,0,0,2.558044
714,0,0,0,2.402165
715,510.46264,314.993042,246.954342,486.019295
716,829.807469,300.338753,531.281918,668.525715
717,80.419838,19.153886,23.288846,22.701779
718,5.952263,0.638929,15.968705,47.863403
719,2.077785,1.286056,1.077062,0.752043
720,5.979891,7.31185,1.806515,2.933628
721,5.407305,6.276695,1.461619,2.288373
722,0,0,0.102045,0
725,0,0,0,0.131003
726,23.990057,39.314044,24.938209,27.644482
727,4.030923,2.789367,2.196184,2.00037
728,8.746238,7.253871,4.802527,5.097735
729,0.047137,0.06383,0.079731,0
730,1.157212,0.42919,0.117531,0.277228
731,0,0,0,0
732,0,0,0,0
733,0.899512,0.368801,0.308778,0.369214
734,26.420224,15.89815,42.028425,32.369185
735,0.105397,0.446355,0.582124,0.071523
738,27.798723,56.183517,40.284779,42.096416
740,39.622415,68.182282,72.160441,60.991127
741,5.47479,15.163234,13.368895,8.621202
744,0,0,0,0
745,0.153424,1.721263,1.620435,15.669288
746,162.93985,117.368576,126.552711,144.508362
747,0.998102,4.29074,2.296615,2.383388
750,0.018035,0.055408,0,0
752,0.132721,2.340611,0.103895,0.48516
753,0.029806,0.379308,0.750044,0.843435
754,462.818517,433.485757,437.382313,395.333062
755,9.353805,20.015407,15.092426,13.046859
757,40.851946,33.867633,21.554466,30.854326
758,0,0,0,0
759,0,0,0,0
760,0,0.399097,0.048293,0
761,0.115857,0,0,0.236663
762,0,0.002094,0,0
763,0,0,0,0
764,0,0,0,0
765,0,0,0,0
766,0,0,0,0
767,0,0,0,0
768,0,0.676086,0,0.068776
770,21.203332,13.500568,6.474673,4.549534
771,17.265528,12.193405,5.279749,29.425205
773,0.940812,0.933359,0.365546,0.407715
774,0,0.010475,0.039662,0
775,6.744917,10.296488,4.871089,6.04204
776,0.080069,0.031576,0,0
777,0,0.009548,0,0.003743
778,0,0,0,0
779,0,0,0,0
780,12.552589,58.637432,42.504855,37.219432
781,30.312409,13.879987,23.811509,23.181546
782,6.755609,9.922141,12.562673,9.845637
783,0.077375,0.251747,0.521429,0.061386
784,21.49912,33.832343,26.247903,18.125308
785,4.576581,2.074115,0.575736,1.961409
786,0,0,0,0
788,16.029425,27.295845,19.243982,15.620764
789,0,0,0,0
790,6.388339,15.225265,12.658854,17.516278
793,0,0,0,0
794,0.398056,5.037605,6.631261,5.073717
795,0,0,0,0
796,0,0.07552,0,0
797,0,0,0,0
799,0,0,0,0
800,1491.595085,1669.295797,959.445663,1360.323357
801,189.900327,168.397232,162.604848,237.969018
802,0,0,0,0
804,0,0,0,0
805,1247.421122,1022.095094,1064.446217,1300.138128
806,0.162025,0.248154,0.063176,0.05243
807,0.10453,0.063279,0,0.022735
808,128.528165,257.672405,142.150308,186.559832
810,0,0,0,0
811,465.412415,1028.963135,712.817627,621.949524
813,678.617742,675.089585,792.863454,703.471889
814,1.261269,0.702051,0.9511,0.842616
815,2.636951,1.324423,0.293364,0.206396
816,0.068502,0.188967,0.320422,0.531806
817,98.26237,49.792874,38.724105,57.763723
818,19.381299,30.695192,30.81748,30.086852
819,73.065674,47.529942,51.814445,54.419521
820,0,0,0,0
821,456.725992,328.61685,425.121837,374.946334
822,3.253755,4.356984,3.894747,14.096446
823,38.518448,144.834674,124.561289,114.887618
824,272.059066,285.082076,317.63954,283.471216
825,15.142189,4.66309,3.177438,4.639576
826,377.763123,651.825165,557.510611,620.261233
827,0,0,0,0.287082
828,5.567389,4.576114,5.063178,5.759894
829,219.763546,177.835957,198.76929,203.617625
830,73.591675,46.302925,55.80938,56.89595
831,168.029396,105.402601,114.511747,131.84665
832,150.545287,303.074924,262.294529,280.84759
833,59.87905,69.33298,91.019572,86.949908
834,48.98154,26.874122,34.190165,37.570594
835,6.918747,12.014396,10.287719,11.155306
836,57.599413,38.634092,43.309224,57.686238
837,151.367094,88.4557,153.453399,167.805489
838,0.315251,0,0.310152,0
839,13.701744,16.313103,12.761598,20.205119
840,43.291767,26.015333,22.130707,24.707944
841,20.927825,13.038152,13.749096,13.718467
842,5.109444,10.581675,8.60055,6.296248
843,7.251238,4.617237,5.230957,5.463878
844,0.109483,0.269252,0,0.166234
845,1.620871,0.591027,0.639286,3.458947
846,0,0,0.029728,0
847,45.577843,38.152538,29.399824,35.303455
857,894.793554,820.844164,345.063522,456.308267
858,164.750872,131.445052,77.833201,96.271017
859,0,0,0,0
860,2.12575,3.088661,2.161847,1.369387
861,37.352809,49.716565,47.686934,50.760774
862,7.046289,3.301931,1.649304,2.971167
863,0,0,0,0
864,0,0.04791,0,0
865,28.536348,25.426271,22.705292,29.321035
866,0,0,0,0
867,4.924421,13.146091,10.028735,10.177871
868,11.26448,23.654698,19.486246,14.711353
869,0,0,0,0
871,248.79894,656.764002,479.685814,500.513748
873,152.940007,222.186235,246.661017,206.095798
874,51.138654,34.06597,38.631514,38.632744
875,14.601096,11.396562,34.376602,38.920504
881,1.143972,1.186427,0.438836,0.775421
883,3.223252,10.100119,6.64778,7.196258
885,0.915606,0.090976,0,0
886,0,0,0,0
887,0,0,0,0
889,31.667683,18.203465,16.837693,23.239558
890,9.155519,21.990602,12.954523,32.062611
891,16.528829,62.493352,32.557313,84.289117
892,48.307507,38.432074,37.572621,48.230572
894,16.769957,0.888057,6.75465,2.865024
895,0,0,0,0
896,28.94708,56.209227,63.851887,37.25124
897,0.080977,0,0,0.19321
898,7.127576,10.254454,7.172962,7.967574
899,0.788752,5.84156,2.605528,5.111248
900,257.285137,135.086836,123.804166,208.638245
901,32.936942,13.791475,24.514992,26.451916
902,51.917193,46.716046,48.044847,47.128754
904,18.434188,13.595798,15.943175,17.079287
905,25.779426,14.252842,17.731304,23.306281
908,116.227697,134.28234,148.700773,203.675337
909,0,0,0,0
910,0,0,0,0
911,0,0,0,0
912,0.069129,0.196561,0.683311,0.211432
913,0,0,0,0
914,0,0,0,0
915,0,0,0,0
916,0,0,0,0
917,0,0,0,0
919,0,0.068449,0,0
920,10.707264,150.702241,24.941811,13.419272
921,0,0,0,0
922,0,0,0,0
923,0,0,0,0
924,0.240949,1.089435,0.350335,0.138688
925,0,0,0,0
926,0,0,0,0
927,0,0,0,0
928,995.887071,539.3485,584.317849,482.58497
929,7.632765,5.957686,6.251399,14.264794
930,0,0,0,0
931,0,0,0,0
932,0,0,0,0
933,0.384665,2.024083,0.561632,0.626649
935,0,0,0,0
936,0,0,0,0
938,0.152621,0,0,0
939,0.256383,0.052767,0,0.134959
940,0.013216,0,0,0.055427
941,0.06752,0.105862,0,0.02332
942,0,0,0,0.096997
943,0.042031,0,0.056277,0.500083
944,0,0,0,0
945,0,0,0,0
946,0,0,0,0
947,0.568655,1.01722,0.835714,1.156822
948,3.437884,13.994744,11.526042,3.50541
949,8.6699,16.648461,31.861935,24.77337
950,149.953124,165.885286,187.916565,173.059408
951,0,0,0,0
952,0.182731,0.073358,0.094488,0.134937
953,1.791909,0.594007,0.759211,1.232596
954,0,0,0,0
955,9.244465,19.7828,14.681483,18.612265
956,0.90656,0,0,0.094777
957,9.946959,8.176929,10.668724,12.967324
958,2.006157,5.229203,4.839339,4.121399
959,0,0,0,0
