ID,Expression
7358,78.443983
5336,0.018292
79581,12.369296
113235,0.7632979999999999
51522,281.958361
5313,0.0
55304,2.478252
8613,54.396133
337876,5.210795
84803,0.149436
2882,6.988242
9536,16.146641
8527,1.80738
26289,24.812399
10998,1.96358
64087,10.733952
5406,0.0
130752,0.493389
240,0.0
150763,8.381903999999999
197258,1.953382
51527,35.419097
5831,25.635245
10610,0.978622
64132,8.766708
3101,0.0
8501,9.771007
6392,125.701142
10654,31.410431
29906,0.016721
2584,12.471069
8776,12.55554
1376,7.752446000000001
4700,126.474121
9957,0.0
50940,0.12106
94033,0.0
1806,44.99628
55163,12.325417
480,0.066367
483,202.246674
1787,3.312123
6531,0.0
27232,0.249086
5053,0.0
6515,57.357498
1800,0.24737
9956,0.0
8402,30.091923
641371,14.629188
9167,155.52048
11112,104.570042
5106,31.467209000000004
6509,6.770772
7263,19.142548
3420,55.144469
8540,17.822898000000006
155184,0.0
6799,1.957984
2235,5.586677
90701,57.295696
36,10.887988
28982,2.621652
5050,22.178078
7923,3.322492
10007,82.476858
9487,5.968566
6523,0.0
4121,56.827849
5236,36.325327
27235,12.253886
1629,11.279714
5149,0.0
2877,0.0
6564,0.0
2572,0.0
8884,6.064342
4697,99.384865
10846,8.509297
10905,34.08803
1572,0.0
7167,383.27739
116255,0.0
6543,0.0
157506,19.510818
8394,32.677197
9227,0.0
5288,0.0
5210,4.554268
10861,0.948621
1589,0.312458
1608,0.969716
4166,0.06831799999999999
84340,25.736315
84679,9.492044
2098,221.64286
9945,3.3449370000000003
6529,0.15241300000000002
276,0.332496
51727,149.69638899999995
98,46.34937100000001
3620,2.960829
1891,56.95403100000001
123745,0.0
4707,206.988098
1576,0.0
2542,6.5458300000000005
4833,172.321497
6480,16.230681
64850,0.0
4842,0.018215
2977,0.572153
6576,71.449422
23464,7.8424070000000015
6547,0.0
246213,0.0
5251,0.412232
54577,0.0
3156,85.956852
107,0.118349
518,61.662489
115019,0.0
51268,0.94069
215,5.8239550000000015
11226,5.199898
1356,0.061133000000000014
2523,0.0
374907,0.314552
117248,11.873858
7173,0.0
10720,0.0
1584,0.0
4123,28.268644
9091,11.495905
7108,7.797458
84889,0.0
9951,0.0
2986,0.0
55217,10.008248
27010,8.034135000000001
3631,7.676062
516,96.707757
1056,0.656864
1717,38.209022
3000,0.016737000000000002
6675,57.075349
10317,0.0
9061,54.528208
344,0.0
26002,45.14816
23539,0.11305
6476,0.0
4713,182.912051
2182,85.01619000000002
492,0.018741
1350,374.359863
10057,14.763672
3423,51.660899
6505,48.632212
2395,1.308938
1650,150.394348
8288,0.0
5291,5.672285
195814,0.0
6783,1.138401
533,78.531816
64579,0.039548
137872,7.029634
8790,13.83269
1607,0.064497
51296,22.074712
6472,152.497719
51079,450.162079
7941,0.0
120103,7.164313000000001
50515,6.459565
6512,0.6135649999999999
93100,4.2231
2131,55.15614300000001
3155,39.617083
2717,55.419125
60559,102.532669
9390,0.043276
8898,48.293138
8277,0.0
2653,27.773372
8833,12.210099
3157,99.97537
54579,0.0
121278,0.0
1737,12.918764
51109,102.500543
2762,6.726858
587,15.60149
2978,0.0
8424,0.132017
11343,57.766185
767,0.0
26061,24.752464
5143,0.7715770000000001
10164,0.0
4731,10.289369
151531,0.0
54716,0.059286
130,0.161694
8802,90.641716
1103,0.0
498,313.343812
10455,115.995452
335,0.0
3990,7.507764
622,2.230243
9653,30.760303000000004
64080,1.405848
2583,3.173306
55650,8.676567
6572,0.0
2582,4.154509
26,0.0
4706,120.115786
51005,19.498766
374291,50.655095
33,0.0
27034,17.876165
2651,1.97188
10768,45.052601
9187,7.596075999999999
1586,0.0
5223,223.147856
5033,153.341005
284111,0.0
10724,53.064891
64600,0.0
6557,0.0
4541,639.018311
9497,33.029229
251,0.0
9245,0.5304409999999999
128869,19.864407
23761,16.921046
245973,0.0
84264,11.765888
9296,489.5337980000001
118881,5.657232
7264,33.014498
11332,41.62343
54995,8.464927000000001
8398,7.030792999999999
134526,0.0
5105,0.0
6568,0.0
481,31.965601
50808,65.609166
6487,9.117654
339221,0.0
27349,5.524466
1562,0.0
8875,2.602531
4704,14.835176
5408,0.0
5281,30.749565000000004
166012,0.0
121260,22.246307
10157,22.969471
12,3.650753
1200,69.630875
10020,15.875202
1152,11.119653
1718,37.97159600000001
4714,223.510043
316,67.037255
275,10.769257
527,90.854048
3340,29.640935
2571,1.399022
9469,5.315076
5250,129.61041799999998
10723,7.522142
2875,0.0
3030,144.52555800000005
51805,6.8897770000000005
4717,86.892365
4329,6.500337
51004,14.154482000000002
136332,0.357885
2643,15.246047
51447,48.623356
95,20.300993
2588,8.19262
51166,9.606557
3945,621.219267
4891,24.030836
159,91.848536
4129,0.0
115111,0.056895
5034,350.5048450000001
1119,5.593131
113675,9.838233
7390,56.877265
5634,16.379113
9377,55.553013
361,0.0
25796,82.085438
7915,0.14221099999999998
115,12.036017
3425,9.743422
4190,283.385728
83549,27.449385
8443,47.181296
11185,7.043079
10588,9.030537
11001,1.115616
3706,0.373765
3948,0.067275
6559,0.0
130367,0.0
217,6.501003
257202,0.0
5728,41.592071
1621,0.0
2530,50.216022
1633,23.641491
6822,0.0
6524,0.0
64816,0.0
1346,136.260651
2752,38.347542
5832,30.48668
6510,20.40958
645,87.677612
635,0.051294000000000006
28232,11.895823
57468,0.044699
3704,38.396955
50487,0.0
2203,0.08542000000000001
8992,554.449829
5148,0.359758
2525,0.0
5330,0.204369
506,416.542175
8972,0.087934
9962,8.404524
1118,0.0
92745,0.470711
129607,58.983798
8704,54.510595
191,49.69642
2982,0.229926
1565,0.465645
4598,9.84214
6519,0.197899
144193,0.458578
6538,0.0
9380,92.925935
28234,0.0
22928,75.767044
2679,0.0
2548,22.803419
26266,1.6662400000000002
1836,14.572075
117247,0.0
4725,469.973577
1583,0.522856
2618,42.358977
9615,0.060273
22978,49.046569
10935,176.820693
6549,0.0
84076,0.0
949,9.397109
51528,88.364592
7381,46.486977
4953,23.551555
1340,532.054871
6821,11.539932
51146,0.0
23428,3.166962
2356,29.70117
5337,21.903344
4708,204.376266
526,104.140922
142680,0.0
7054,0.0
57134,13.99285
6546,3.877425
6528,0.0
79178,14.624444
5294,0.367358
128,377.119659
11181,0.0
2110,23.607811
6483,3.177202
8418,22.813259
29958,1.013329
10841,1.164431
57127,0.0
5723,19.068383
9123,36.667884
4540,3633.996826
6715,6.841421
126,8.709486
23563,0.106891
54407,1113.457876
247,0.0
10402,8.341667
11182,7.141876
501,29.938704
5264,57.432816
5211,34.041461
4124,28.069603000000004
6575,18.667943
26330,0.0
9550,152.425629
10690,0.0
43,0.425127
362,0.104151
292,165.15116899999995
1329,224.096298
83594,20.293111
9563,10.218875
57665,46.504555
8871,21.596025
11000,6.537472
216,18.122404
8034,10.322704
3767,0.0
1339,0.0
249,0.8981610000000001
23600,10.501504
3293,0.136946
58508,6.11426
4513,21053.50781
6482,26.863756
55454,51.445656
4669,42.221654
115584,0.0
10396,0.2517
10873,15.051437
3036,0.098843
278,0.345904
29880,85.377096
5091,3.832176
27430,126.454961
4702,99.608547
6584,2.853541
6569,0.0
51,9.844231
9153,0.0
5277,6.289443
5742,41.983351
2243,0.0
83733,1.07834
54659,0.0
6646,31.305567
5631,89.263602
8942,0.021104
4952,24.182892
8310,9.5138
1327,580.9826519999998
109,10.276607
51302,0.246899
9152,0.0
478,0.144957
6507,0.0
131669,0.0
10312,28.019227
3707,9.457778
92086,0.0
279,0.0
10135,104.99511
2512,14341.501430000002
55089,11.189278
3163,34.60365
6554,0.0
7366,0.0
60490,6.2709519999999985
54020,3.5020580000000003
60482,0.0
28976,23.814754
6526,16.444401
54187,59.73291800000001
9488,30.327949
1548,0.0
529,378.373608
549,20.557964
79751,4.238092
160851,6.2200050000000005
27159,0.0
203,46.949254
3251,36.779869
54539,159.162769
443,2.170312
55293,24.847599
83852,15.33974
27115,9.057429
2348,0.0
5948,0.0
2132,18.551855
6817,25.215532
80854,96.995362
9420,0.033459
55349,0.119093
376497,6.354515
100,21.039787
283871,10.322029
7779,15.264719
1349,62.138462
112724,4.0385290000000005
2134,0.619368
10948,20.557529
92483,0.0
4144,211.941803
10423,77.415385
6303,205.499413
4718,119.920247
4830,81.561777
6508,2.8222810000000003
1632,19.398045
3290,26.973016
2650,21.379003
26301,3.9156
1384,25.831581
2998,0.0
5167,7.713114999999998
5860,30.441128000000006
91703,0.0
6818,0.84165
1666,100.576757
5048,76.41421600000002
8714,2.668539
4047,70.815783
54657,0.0
2023,503.713146
54898,7.571717
26290,0.034839
6240,54.649448
7355,10.804515
79723,4.868121
113451,2.89804
2595,21.553356
2350,0.0
27089,99.529152
23007,0.0
9388,0.181209
200576,17.836682
10380,38.21594
873,144.74285
6553,5.184834
29988,3.602927
9807,18.40461
5130,45.452714
1557,0.0
1723,0.562605
2984,0.0
7385,133.85351599999998
5150,5.010751
60386,6.656161999999999
2184,16.469964
10858,0.122374
5145,0.028649
11136,0.190906
1595,179.51791799999995
54600,0.0
4199,31.599602
1337,558.8398440000002
10555,36.524577
5538,85.787904
5283,16.558219
1757,6.7863940000000005
5743,7.123569
55268,50.757081
3418,8.952043
6389,26.195428
272,6.3795910000000005
211,20.400715
9953,1.148684
4035,52.305344
1807,0.312183
55361,22.533342
50484,63.523118
64711,0.0
8985,24.628916
5226,60.195653
9990,15.055748
55907,44.630108
2590,44.89122
23443,11.775303
5092,45.843616
124637,11.890075
1158,0.0
212,0.0
5407,0.0
1551,4.689867
762,0.0
1609,4.1061809999999985
54,13.808725
6550,2.318233
123041,0.0
30833,29.167734000000006
6578,0.504146
8513,0.0
10864,0.0
2495,10589.15332
523,82.28433199999998
23545,7.755358999999999
80347,14.352754
5335,16.1617
54963,20.18328
6558,5.931328
15,0.108951
728441,0.0
5833,16.113225
4248,2.595001
10786,0.0
8836,52.764134
271,16.036073000000002
10558,119.94097
51526,67.085392
220,0.0
79053,39.657762
5238,38.760305
7372,7.2619289999999985
477,1.519908
10390,49.609656
51523,25.349097
23169,7.160311
113026,15.365995000000002
51179,0.0
384,2.764508
5352,106.212025
1892,76.618663
366,0.0
55811,0.14995899999999998
4668,8.97617
80339,6.409536
27306,0.0
84701,0.0
79077,16.447767000000002
54872,22.616187
37,68.74578000000001
64849,1.668536
5372,71.501133
491,0.0
23439,0.0
11164,35.427058
10060,10.593374
4514,20467.35938
54490,0.0
7364,1.242583
9498,1.398064
113189,13.71455
6534,0.120437
4759,0.0
162466,0.358941
79087,5.019528
34,35.835042
8974,69.063461
2645,5.0130360000000005
4726,123.794792
6309,44.924366
26279,0.0
29920,22.575315
130013,0.0
7389,173.622416
53,22.047345
4351,8.638833
230,34.31848
154091,10.251069
6448,26.007067000000006
51251,42.655529
6511,0.0
349565,0.069125
80150,0.212578
262,47.513312
6581,0.0
7299,0.0
5169,0.06163200000000001
79813,9.974501
6185,272.690199
521,331.199946
1345,291.924574
4716,212.957047
517,406.857321
64802,10.94118
7365,0.0
30,43.312083
5287,1.105581
4363,10.669459
7498,0.050922
1374,14.741270000000002
5298,22.639012
2194,29.380051
2821,45.455925
51604,92.871281
54576,0.0
1716,99.830239
11283,0.0
13,3.573871
55,0.0
495,0.0
5151,22.412219
8803,65.746101
10026,82.432411
10246,0.0
345,0.0
6580,0.344595
2638,0.0
26275,18.722052
2517,21.833799
4247,48.6012
57026,6.7470919999999985
23533,0.031827
23205,0.0
56052,12.705861
55500,17.395075
10087,23.6832
5837,0.124438
4122,8.422295
205,24.314521
2936,20.535907
51071,37.377511
23475,81.22338
1537,47.518408
112611,10.799864
51102,11.224102
3081,0.6871430000000001
2687,0.315125
2147,0.0
5373,21.040283
389015,0.0
4023,0.02257
158,34.235295
51478,16.91552
586,92.515064
55825,5.373264
8396,36.254154
383,0.0
7357,126.330285
5319,1.268481
80168,0.0
5209,7.853461
5184,51.735387
1638,0.0604
2589,100.324692
2997,9.387032
4695,116.055355
52,115.477078
9869,10.751346
6579,0.0
410,15.726588
7378,25.084282
127124,0.0
3067,0.0
5141,10.045227
6652,4.48928
6555,0.0
23057,0.934751
56953,2.051936
5052,694.013175
28972,50.450256
92579,40.429751
7991,95.043323
682,272.655535
2819,0.22629
55276,44.92534600000001
4357,33.242725
2710,5.872604
2799,141.448776
8560,134.171961
51733,0.052305999999999984
1553,0.0
10478,27.957782
3141,11.727336
955,9.873497
6820,0.449824
4536,6707.313965
11254,0.0
440,51.184426
81490,15.14686
6574,46.41919
8566,18.592029
50614,0.376557
9060,52.49264300000001
126129,13.054449
8529,0.0
80704,0.099108
218,0.0
10599,0.0
5950,0.0
788,15.143492000000002
10476,436.320978
5049,73.475255
54344,48.91320200000001
100526794,0.557
51703,8.157722
91227,0.251752
8564,0.202074
6506,2.92034
6565,0.062761
9468,0.201449
8525,14.747248
2731,0.749101
53343,21.653064
3038,0.838792
4694,314.1640930000001
5498,7.7069
438,0.0
10257,21.511236
4729,150.746107
340024,0.0
6566,37.813706
5230,151.990829
57084,0.0
4597,46.693547
54675,19.807875
160287,0.0
2593,35.56009500000001
353,74.180201
10090,11.708609
8879,9.56944
8867,5.719366
4056,0.322343
4539,12605.53516
5289,19.29929
55902,49.626278000000006
2585,30.914915
3099,37.347041
267020,0.0
11238,4.058575
5265,0.038360000000000005
55568,14.680478
6541,9.282087
29881,0.0
64240,0.0
8574,22.571584
4191,60.322653
790,7.26616
7352,1.355626
57194,6.815925999999998
7166,0.108413
3795,1.375933
30815,107.588733
6005,0.0
3931,10.066839
1593,17.706384
4507,11.082157
55790,93.906253
55808,0.0
79901,561.153767
51022,34.126617
80270,25.445894
4705,24.813478
2224,280.615772
1644,0.0
51301,9.482763
94005,28.862711
5144,0.4477600000000001
3292,0.529343
10554,57.15486600000001
80235,5.147892
57571,0.045312
10229,12.948322
2954,25.859669
5146,0.0
6184,210.380829
4698,36.312079
9791,32.828031
55501,4.093275
9056,21.557938
81537,20.428186
7841,9.500629
318,78.24387800000002
5207,0.090134
66002,0.0
53919,0.6631600000000001
18,2.072809
5224,0.027747000000000004
23396,13.627432999999998
6556,0.168545
10331,0.0
225,0.023891
4712,60.10450400000001
125061,18.764842
132158,1.296563
1798,20.78331
11309,0.069097
83884,0.0
5160,22.431581
6648,579.141594
2747,0.489146
956,0.668037
51529,101.463279
140679,0.0
115286,28.262547
11212,24.178972
4701,65.421643
57835,0.61054
10166,3.4615160000000005
51557,0.8797870000000001
6532,0.0
3632,16.238626
5152,1.748223
2109,70.45139
29929,5.1762169999999985
64902,0.0
1544,0.0
135152,0.0
1585,0.0
3291,0.0
5051,6.198658999999998
210,39.480206
89874,0.572778
84890,16.960060000000002
81616,0.0
954,0.0
127,0.0
5140,0.0
669,61.749732
51056,192.962753
23236,8.054725
22929,38.437825
3073,104.823695
4942,160.392008
3158,0.0
4245,29.778475
2937,36.210695
55343,12.374621
5208,9.430573
170712,0.0
1559,0.0
10165,6.625463000000001
50506,0.037444
847,43.015511
5625,1.109879
5959,6.060304
1579,0.0
26063,10.921544
55191,33.723686
51540,4.425892
1558,0.0
6723,61.00958000000001
30814,0.0
25902,37.757526
22934,11.688449
761,0.080247
11046,31.257309000000006
6999,2.80355
284098,7.084242999999999
54578,0.0
1545,9.23734
2591,3.238146
10678,33.083432
6839,1.834095
3028,69.85717
129642,18.206582
3032,162.823786
80142,21.888232
8611,231.151353
5168,5.878352
53947,18.165512
9197,14.113039
4710,220.288291
641649,5.3656690000000005
48,34.086813
1571,5.049489
57419,15.944845
51606,49.052046
4758,34.427326
1468,2.595549
58510,0.0
85320,0.034063
1743,64.128108
26229,19.227479
4125,28.506797
3284,0.0
53905,0.0
111,0.0
2766,32.663428
9348,0.181275
284273,8.77312
4882,10.947912
7384,72.790177
358,1.220393
7371,14.753470000000002
5476,224.196153
102724560,13.187065
6898,0.0
1371,14.341393
4696,71.316815
80724,4.377811
53630,0.0
8309,12.470092
8509,11.739641
8608,0.08944500000000001
2746,95.976189
377677,1.971328
55301,0.517386
539,285.216461
5153,0.312755
116285,0.0
2519,77.155602
7001,137.739838
53354,2.909072
231,125.00423
5213,51.61702
22856,15.684649
5730,0.99534
8876,0.0
5409,0.0
6535,7.276128
5158,0.171069
29968,94.521118
482,0.096811
79646,32.170403
2026,31.666744
23417,1.298554
112483,77.008115
131,0.0
3764,12.354437
200010,0.0
570,0.080199
64241,0.0
6484,10.523134
266722,0.007489
291,5.2571910000000015
55312,33.006523
11285,18.839423
64131,1.154332
5321,18.674107
2222,314.445291
213,0.0
978,10.735503
9955,1.29764
5244,0.157797
100137049,0.096865
64077,11.733412
7086,95.483161
124,19.454432
5290,19.023877
8877,6.550254
197257,2.463917
5338,8.350141
6542,14.070235999999998
10587,12.039152
3938,0.0
112,16.006961999999998
1854,59.336925
6391,92.809994
126328,294.389016
51205,2.902751
1373,8.750776
8647,0.0
2683,43.126425
548596,0.0
2135,52.918589
6120,38.825412
23483,12.765555
91373,24.478901
90161,0.0
222,0.0
51227,49.441699
54981,11.266041
760,0.0
6649,76.023496
8029,0.5596399999999999
4036,0.027971
4538,16663.98633
2806,34.348254
54677,25.580198
8639,0.344395
23657,24.139646
2879,861.9899039999998
10201,10.870958
7367,0.0
3176,37.100383
10991,0.0
594,12.341884
1788,3.169393
6567,10.420348
2181,110.24254
257068,0.26976
1582,0.0
145226,0.0
5332,17.289223
1786,8.912709
189,0.0
314,0.5138020000000001
952,0.228348
2632,128.667648
29124,0.0
35,3.3791550000000004
2686,22.126478
56898,62.204086
114134,6.942193
125965,0.219547
6518,0.095772
29922,32.597362
57171,6.48602
55326,7.827699000000001
81539,67.25693299999999
27165,0.04431
1635,102.192079
4143,0.095463
6521,0.0
7351,3.231599
4722,120.701645
246,0.0
6583,3.073004
27087,0.0
223,54.02065500000001
4724,154.240852
1375,2.455331
5214,36.418935
144195,2.078777
9114,75.80593
55065,0.170909
5096,26.783356
56548,5.76199
27124,0.175469
56994,55.23594
9016,14.908578
528,56.894489
8395,0.036504
84706,3.835084
5147,39.728789
65985,8.551881
23498,0.183655
80025,13.304215
55224,5.819274
8659,2.662623
6522,31.254174
2108,90.609576
132789,33.623128
4249,22.74548
84920,3.215539
2678,1.79365
496,0.0
5947,6.911789
3614,17.090335
10195,24.67206
7386,42.930397
55512,0.072476
2987,291.692228
166785,6.915216
1962,7.480295
3417,202.967057
6307,321.78213
10559,50.756019
56474,9.362653
6530,0.0
3615,169.979851
125206,0.0
1591,0.0
338,0.0
1645,10.78463
5172,0.347911
8372,4.551747
39,118.037825
2944,43.497224
5351,103.497768
206358,18.939004
3635,0.030705
85365,25.661703
2639,6.717036
56954,14.336504
8854,0.0
64220,0.019462
84720,5.32897
2712,0.0
55586,0.138415
8170,0.059908
6785,3.311254
178,13.539117999999998
3242,0.425262
66035,5.669893
192134,0.0
25769,0.0
64064,0.238736
5305,35.95742
8528,17.503957
2168,0.0
31,12.764642
10606,42.5158
1160,1.62337
8622,0.14216800000000002
56848,7.3184809999999985
137964,23.548007
117283,0.7394149999999999
4967,17.267508
79017,43.640306
57678,7.37104
108,0.0
525,1.710511
4719,26.253015
6533,27.722661
3712,20.3813
113,1.3429879999999998
9514,0.0
56913,30.425659000000003
3939,734.9625990000002
1738,51.103114
875,15.548
79966,4.659382
1503,17.620328
91734,0.0
1351,329.294006
57393,0.957834
10965,25.676935
6573,0.6131850000000001
2538,0.0
5334,3.448057
290,16.335314999999998
4709,159.502806
8534,0.167768
883,3.353626
5293,2.431979
5162,140.220485
79814,0.161211
93183,5.208056
4831,826.490805
56922,27.32245
4860,45.011299
3074,298.743476
6513,9.544629
124583,19.572052
3988,142.919307
4711,38.429313
8789,0.112361
6609,65.415112
3037,38.801769
6539,0.0
122622,4.40705
4715,221.895999
948,3.133367
348,24.00397
26503,97.860786
9415,219.230263
54511,0.0
957,8.723533999999999
11282,96.098489
90423,1.252615
5834,44.395007
5286,41.546012
9435,9.407076
80201,1.005187
1719,22.127097
441024,6.887848
89869,0.0
10632,199.342564
54363,0.0
5315,581.89813
65263,1.963436
11253,46.495987
8818,39.20055
2137,6.544696
245972,0.212821
64078,0.76862
7350,0.0
6833,0.012246
5019,29.889341
51477,9.088008
27109,8.930147
2592,17.238598
1610,0.0
4051,0.0
222537,0.0
23305,0.164262
8813,91.283262
3633,13.544938
6713,65.491075
9374,13.126717
6470,2.458356
1244,0.9263
2027,6.036865
50617,0.0
11227,12.711086
58497,14.70981
8612,2.322275
84649,0.218031
4524,19.946385
2992,67.848901
3636,26.698249
445,38.725385
1841,20.713611
57282,0.0
10400,19.155536
435,22.720193
3283,0.0
3098,63.68884499999999
27068,64.632377
2539,52.423771
1606,25.978924
6647,475.8349
54682,11.457567999999998
9588,367.318054
6571,0.0
